,doi,authors,title,abstract,issue
229,10.1145/3191782,"Xuehan Ye, Yongcai Wang, Yuhe Guo, Wei Hu, Deying Li",Accurate and Efficient Indoor Location by Dynamic Warping in Sequence-Type Radio-map,"An efficient way to overcome the calibration challenge and RSS dynamics in radio-map-based indoor localization is to collect radio signal strength (RSS) along indoor paths and conduct localization by sequence matching. But such sequence-based indoor localization suffers problems including indoor path combinational explosion, random RSS miss-of-detection during user movement, and user moving speed disparity in online and offline phases. To address these problems, this paper proposes an undirected graph model, called WarpMap to efficiently calibrate and store the sequence-type radio-map. It reduces RSS sequence signature storage complexity from O(2N) to O(N) where N is the number of path crosses. An efficient on-line candidate path extraction algorithm is developed in it to find a set of the most possible candidate paths for matching with the on-line collected RSS sequence. Then, to determine the user's exact location, a sub-sequence dynamic time warping (SDTW) algorithm is proposed, which matches the online collected RSS sequence with the sequential RSS signatures of the candidate paths. We show the SDTW algorithm is highly efficient and adaptive, which localizes user without backtracking of warping path. Extensive experiments in office environments verified the efficiency and accuracy of WarpMap, which can be calibrated within thirty minutes by one person for 1100m2 area and provides overall nearly 20% accuracy improvements than the state-of-the-art of radio-map method.","Volume 2 Issue 1, March 2018"
230,10.1145/3191783,"Nan Yu, Wei Wang, Alex X. Liu, Lingtao Kong",QGesture: Quantifying Gesture Distance and Direction with WiFi Signals,"Many HCI applications, such as volume adjustment in a gaming system, require quantitative gesture measurement for metrics such as movement distance and direction. In this paper, we propose QGesture, a gesture recognition system that uses CSI values provided by COTS WiFi devices to measure the movement distance and direction of human hands. To achieve high accuracy in measurements, we first use phase correction algorithm to remove the phase noise in CSI measurements. We then propose a robust estimation algorithm, called LEVD, to estimate and remove the impact of environmental dynamics. To separate gesture movements from daily activities, we design simple gestures with unique characteristics as preambles to determine the start of the gesture. Our experimental results show that QGesture achieves an average accuracy of 3 cm in the measurement of movement distance and more than 95% accuracy in the movement direction detection in the one-dimensional case. Furthermore, it achieves an average absolute direction error of 15 degrees and an average accuracy of 3.7 cm in the measurement of movement distance in the two-dimensional case.","Volume 2 Issue 1, March 2018"
231,10.1145/3191784,"Tong Zhan, Wenzhong Li, Xu Chen, Sanglu Lu",Capturing the Shifting Shapes: Enabling Efficient Screen-Camera Communication with a Pattern-based Dynamic Barcode,"With the increasing availability of LCD displays and phone cameras in today's environment, screen-camera communication using dynamic barcode has emerged as a convenient infrastructure-free form to establish impromptu communication channel among mobile devices. Due to the short wavelengths and narrow beams of visible light, screen-camera communication is highly directional, low-interference and secure, which envisions a wide range of application scenarios. Conventional screen-camera communication systems encode data bits with color in dynamic barcodes, which suffers from the frame mixture problem caused by the rolling shutter effect of CMOS camera in high capturing rate. In this paper, we propose a novel design of dynamic barcode called ShiftCode that encodes data bits with shifting shape patterns, which provide a new way to expand the barcode capacity for screen-camera communications. ShiftCode adopts a pattern-based layout design to embed multiple data bits in a symbol representation. With such layout, it exploits a decoding mechanism to solve the frame mixture problem and achieves high frame capturing rate. It further intruduces a two-level reliability technique for intra-frame error correction and inter-frame redundancy, which reduces the overhead and delay of retransmission. The proposed ShiftCode is implemented on the Android platform, and extensive experiments show that it achieves at least two-fold improvement on goodput compared with the conventional screen-camera communication systems.","Volume 2 Issue 1, March 2018"
232,10.1145/3191785,"Fusang Zhang, Daqing Zhang, Jie Xiong, Hao Wang, Kai Niu, Beihong Jin, Yuxiang Wang",From Fresnel Diffraction Model to Fine-grained Human Respiration Sensing with Commodity Wi-Fi Devices,"Non-intrusive respiration sensing without any device attached to the target plays a particular important role in our everyday lives. However, existing solutions either require dedicated hardware or employ special-purpose signals which are not cost-effective, significantly limiting their real-life applications. Also very few work concerns about the theory behind and can explain the large performance variations in different scenarios. In this paper, we employ the cheap commodity Wi-Fi hardware already ubiquitously deployed around us for respiration sensing. For the first time, we utilize the Fresnel diffraction model to accurately quantify the relationship between the diffraction gain and human target's subtle chest displacement and thus successfully turn the previously considered ""destructive"" obstruction diffraction in the First Fresnel Zone (FFZ) into beneficial sensing capability. By not just considering the chest displacement at the frontside as the existing solutions, but also the subtle displacement at the backside, we achieve surprisingly matching results with respect to the theoretical plots and become the first to clearly explain the theory behind the performance distinction between lying and sitting for respiration sensing. With two cheap commodity Wi-Fi cards each equipped with just one antenna, we are able to achieve higher than 98% accuracy of respiration rate monitoring at more than 60% of the locations in the FFZ. Furthermore, we are able to present the detail heatmap of the sensing capability at each location inside the FFZ to guide the respiration sensing so users clearly know where are the good positions for respiration monitoring and if located at a bad position, how to move just slightly to reach a good position.","Volume 2 Issue 1, March 2018"
233,10.1145/3191786,"Huichu Zhang, Yu Zheng, Yong Yu",Detecting Urban Anomalies Using Multiple Spatio-Temporal Data Sources,"Urban anomalies, such as abnormal movements of crowds and accidents, may result in loss of life or property if not handled properly. It would be of great value for governments if anomalies can be automatically alerted in their early stage. However, detecting anomalies in urban area has two main challenges. First, the criteria to determine an anomaly on different occasions (e.g. rainy days vs. sunny days, or holidays vs. workdays) and in different places (e.g. tourist attractions vs. office areas) are distinctly different, as these occasions and places have their own definitions on normal patterns. Second, urban anomalies often exhibit complex forms (e.g. road closure may cause decrease in taxi flow and increase in bike flow). We need an algorithm that not only models the anomaly degree of individual data source but also the combination of changes in multiple data sources. In this paper, we propose a two-step method to tackle those challenges. In the first step, we use a similarity-based algorithm to estimate an anomaly score for each individual data source in each region and time slot based on the values of historically similar regions. Those scores are fed into the second step, where we propose an algorithm based on one-class Support Vector Machine to capture rare patterns occurred in multiple data sources, nearby regions or time slots, and give a final, integrated anomaly score for each region. Evaluations based on both synthetic and real world datasets show the advantages of our method beyond baseline techniques such as distance-based, probability-based methods.","Volume 2 Issue 1, March 2018"
234,10.1145/3191787,"Maotian Zhang, Qian Dai, Panlong Yang, Jie Xiong, Chang Tian, Chaocan Xiang",iDial: Enabling a Virtual Dial Plate on the Hand Back for Around-Device Interaction,"Smart wearable devices have become pervasive and are playing a more important role in our everyday lives. However, the small screen size and very few buttons make the interaction and control cumbersome and inconvenient. Previous solutions to mitigate this problem either require extra dedicated hardware, or instrument the user's fingers with special purpose sensors, limiting their real-life applications. We present iDial, a novel real time approach that enables a virtual dial plate on the hand back, extending the interaction beyond the small screen of wearable devices. iDial only employs the already built-in microphone and motion sensors of the commercial-off-the-shelf (COTS) device to facilitate interactions between user and wearable, without any extra hardware involved. The key idea is to exploit the acoustic signatures extracted from passive subtle acoustic signals to accurately recognize the virtual keys input on the skin of the hand back. We innovatively locate the virtual keys on the 4 pieces of metacarpal bones to significantly reduce the possibility of casual inputs. iDial also takes advantages of the motion sensor fusion already available inside the wearable to achieve robustness against the ambient noise and human voices efficiently. We design and implement iDial on the Samsung Gear S2 smartwatch. Our extensive experiments show that iDial is able to achieve an average recognition accuracy of 96.7%, and maintain high accuracies across varying user behaviors and different environments. iDial achieves a below 0.5s end-to-end latency with all the computations and processes happening at the cheap commodity wearable.","Volume 2 Issue 1, March 2018"
235,10.1145/3191788,"Yu Zhang, Tao Gu, Chu Luo, Vassilis Kostakos, Aruna Seneviratne",FinDroidHR: Smartwatch Gesture Input with Optical Heartrate Monitor,"We present FinDroidHR, a novel gesture input technique for off-the-shelf smartwatches. Our technique is designed to detect 10 hand gestures on the hand wearing a smartwatch. The technique is enabled by analysing features of the Photoplethysmography (PPG) signal that optical heart-rate sensors capture. In a study with 20 participants, we show that FinDroidHR achieves 90.55% accuracy and 90.73% recall. Our work is the first study to explore the feasibility of using optical sensors on the off-the-shelf wearable devices to recognise gestures. Without requiring bespoke hardware, FinDroidHR can be readily used on existing smartwatches.","Volume 2 Issue 1, March 2018"
236,10.1145/3161601,"Olivier Augereau, Charles Lima Sanches, Koichi Kise, Kai Kunze",Wordometer Systems for Everyday Life,"We present in this paper a detailed comparison of different algorithms and devices to determine the number of words read in everyday life. We call our system the “Wordometer”. We used three kinds of eye tracking systems in our experiment: mobile video-oculography (MVoG); stationary video-oculography (SVoG); and electro-oculography (EoG). By analyzing the movement of the eyes we were able to estimate the number of words that a user read. Recently, inexpensive eye trackers have appeared on the market. Thus, we undertook a large-scale experiment that compared three devices that can be used for daily reading on a screen: the Tobii Eye X SVoG; the JINS MEME EoG; and the Pupil MVoG. We found that the accuracy of the everyday life devices and professional devices was similar when used with the Wordometer. We analyzed the robustness of the systems for special reading behaviors: rereading and skipping.
With the MVoG, SVoG and EoG systems, we obtained estimation errors respectively, 7.2%, 13.0%, and 10.6% in our main experiment. In all our experiments, we obtained 300 recordings by 14 participants, which amounted to 109,097 read words.","Volume 1 Issue 4, December 2017"
237,10.1145/3161175,"Nikola Banovic, John Krumm",Warming Up to Cold Start Personalization,"Smart agents face abandonment if they are unable to provide value to the users from the very first interaction. Existing smart agents take time to learn about new users before they can offer them personalized services. We present a method for learning personalization information about users quickly and without placing unnecessary hardship on them. Our method enables smart agents to pick which questions to ask the user when they first interact to maximize the agent's overall knowledge about the user. We demonstrate our method on two publically available US census datasets containing 172 user variables from 1,799,394 training and 1,618,489 testing users. The questions selected using our method improve the agent's accuracy when inferring information about future users, including information that they did not ask about. Our work enables smart agents that assist the user with personalized services soon after they start interacting.","Volume 1 Issue 4, December 2017"
238,10.1145/3161161,"Joan-Isaac Biel, Nathalie Martin, David Labbe, Daniel Gatica-Perez",Bites‘n’Bits: Inferring Eating Behavior from Contextual Mobile Data,"We collect and analyze mobile data about everyday eating occasions to study eating behavior in relation to its context (time, location, social context, related activities and physical activity). Our contributions are three-fold. First, we deployed a data collection campaign with 122 Swiss university students, resulting in 1208 days of food data, 3414 meal occasions, 1034 snacking occasions, 5097 photos, and 998 days of physical activity. Second, we analyzed the collected data and report findings associated to the compliance, snacks vs. meals patterns, physical activity, and contextual differences between snacks and meals. Third, we addressed a novel ubicomp task, namely the classification of eating occasions (meals vs. snacks) in everyday life. We show that a machine learning method using time of day, time since last intake, and location is able to discriminate eating occasions with 84% accuracy, which significantly outperforms a baseline method based only on time.","Volume 1 Issue 4, December 2017"
239,10.1145/3161160,"Daniel Buschek, Julia Kinshofer, Florian Alt",A Comparative Evaluation of Spatial Targeting Behaviour Patterns for Finger and Stylus Tapping on Mobile Touchscreen Devices,"Models of 2D targeting error patterns have been applied as a valuable computational tool for analysing finger touch behaviour on mobile devices, improving touch accuracy and inferring context. However, their use in stylus input is yet unexplored. This paper presents the first empirical study and analyses of such models for tapping with a stylus. In a user study (N = 28), we collected targeting data on a smartphone, both for stationary use (sitting) and walking. We compare targeting patterns between index finger input and three stylus variations -- two stylus widths and nib types as well as the addition of a hover cursor. Our analyses reveal that stylus targeting patterns are user-specific, and that offset models improve stylus tapping accuracy, but less so than for finger touch. Input method has a stronger influence on targeting patterns than mobility, and stylus width is more influential than the hover cursor. Stylus models improve finger accuracy as well, but not vice versa. The extent of the stylus accuracy advantage compared to the finger depends on screen location and mobility. We also discuss patterns related to mobility and gliding of the stylus on the screen. We conclude with implications for target sizes and offset model applications.","Volume 1 Issue 4, December 2017"
240,10.1145/3161184,"Ceara Byrne, Jay Zuerndorfer, Larry Freil, Xiaochuang Han, Andrew Sirolly, Scott Cilliland, Thad Starner, Melody Jackson",Predicting the Suitability of Service Animals Using Instrumented Dog Toys,"Working dogs1 are significantly beneficial to society; however, a substantial number of dogs are released from time consuming and expensive training programs because of unsuitability in behavior. Early prediction of successful service dog placement could save time, resources, and funding. Our research focus is to explore whether aspects of canine temperament can be detected from interactions with sensors, and to develop classifiers that correlate sensor data to predict the success (or failure) of assistance dogs in advanced training. In a 2-year longitudinal study, our team tested a cohort of dogs entering advanced training in the Canine Companions for Independence (CCI) Program with 2 instrumented dog toys: a silicone ball and a silicone tug sensor. We then create a logistic model tree classifier to predict service dog success using only 5 features derived from dog-toy interactions. During randomized 10-fold cross validation where 4 of the 40 dogs were kept in an independent test set for each fold, our classifier predicts the dogs' outcomes with 87.5% average accuracy. We assess the reliability of our model by performing the testing routine 10 times over 1.5 years for a single suitable working dog, which predicts that the dog would pass each time. We calculate the resource benefit of identifying dogs who will fail early in their training, and the value for a cohort of 40 dogs using our toys and our methods for prediction is over $70,000. With CCI's 6 training centers, annual savings could be upwards of $5 million per year.","Volume 1 Issue 4, December 2017"
241,10.1145/3161191,"Liqiong Chang, Jie Xiong, Ju Wang, Xiaojiang Chen, Yu Wang, Zhanyong Tang, Dingyi Fang",RF-Copybook: A Millimeter Level Calligraphy Copybook based on commodity RFID,"As one of the best ways to learn and appreciate the Chinese culture, Chinese calligraphy is widely practiced and learned all over the world. Traditional calligraphy learners spend a great amount of time imitating the image templates of reputed calligraphers. In this paper, we propose an RF-based Chinese calligraphy template, named RF-Copybook, to precisely monitor the writing process of the learner and provide detail instructions to improve the learner's imitating behavior. With two RFID tags attached on the brush pen and three antennas equipped at the commercial RFID reader side, RF-Copybook tracks the pen's 3-dimensional movements precisely. The key intuition behind RF-Copybook's idea is that: (i) when there is only direct path signal between the tag and the antenna, the phase measured at the reader changes linearly with the distance, (ii) the reader offers very fine-grained phase readings, thus a millimeter level accuracy of antenna-tag distance can be obtained, (iii) by combing multiple antenna-tag distances, we can quantify the writing process with stroke based feature models. Extensive experiments show that RF-Copybook is robust against the environmental noise and achieves high accuracies across different environments in the estimation of the brush pen's elevation angle, nib's moving speed and position.","Volume 1 Issue 4, December 2017"
242,10.1145/3161173,"Kaifei Chen, Jonathan Fürst, John Kolb, Hyung-Sin Kim, Xin Jin, David E. Culler, Randy H. Katz",SnapLink: Fast and Accurate Vision-Based Appliance Control in Large Commercial Buildings,"As the number and heterogeneity of appliances in smart buildings increases, identifying and controlling them becomes challenging. Existing methods face various challenges when deployed in large commercial buildings. For example, voice command assistants require users to memorize many control commands. Attaching Bluetooth dongles or QR codes to appliances introduces considerable deployment overhead. In comparison, identifying an appliance by simply pointing a smartphone camera at it and controlling the appliance using a graphical overlay interface is more intuitive. We introduce SnapLink, a responsive and accurate vision-based system for mobile appliance identification and interaction using image localization. Compared to the image retrieval approaches used in previous vision-based appliance control systems, SnapLink exploits 3D models to improve identification accuracy and reduce deployment overhead via quick video captures and a simplified labeling process. We also introduce a feature sub-sampling mechanism to achieve low latency at the scale of a commercial building. To evaluate SnapLink, we collected training videos from 39 rooms to represent the scale of a modern commercial building. It achieves a 94% successful appliance identification rate among 1526 test images of 179 appliances within 120 ms average server processing time. Furthermore, we show that SnapLink is robust to viewing angle and distance differences, illumination changes, as well as daily changes in the environment. We believe the SnapLink use case is not limited to appliance control: it has the potential to enable various new smart building applications.","Volume 1 Issue 4, December 2017"
243,10.1145/3161159,"Longbiao Chen, Xiaoliang Fan, Leye Wang, Daqing Zhang, Zhiyong Yu, Jonathan Li, Thi-Mai-Trang Nguyen, Gang Pan, Cheng Wang",RADAR: Road Obstacle Identification for Disaster Response Leveraging Cross-Domain Urban Data,"Typhoons and hurricanes cause extensive damage to coast cities annually, demanding urban authorities to take effective actions in disaster response to reduce losses. One of the first priority in disaster response is to identify and clear road obstacles, such as fallen trees and ponding water, and restore road transportation in a timely manner for supply and rescue. Traditionally, identifying road obstacles is done by manual investigation and reporting, which is labor intensive and time consuming, hindering the timely restoration of transportation. In this work, we propose RADAR, a low-cost and real-time approach to identify road obstacles leveraging large-scale vehicle trajectory data and heterogeneous road environment sensing data. First, based on the observation that road obstacles may cause abnormal slow motion behaviors of vehicles in the surrounding road segments, we propose a cluster direct robust matrix factorization (CDRMF) approach to detect road obstacles by identifying the collective anomalies of slow motion behaviors from vehicle trajectory data. Then, we classify the detected road obstacles leveraging the correlated spatial and temporal features extracted from various road environment data, including satellite images and meteorological records. To address the challenges of heterogeneous features and sparse labels, we propose a semi-supervised approach combining co-training and active learning (CORAL). Real experiments on Xiamen City show that our approach accurately detects and classifies the road obstacles during the 2016 typhoon season with precision and recall both above 90%, and outperforms the state-of-the-art baselines.","Volume 1 Issue 4, December 2017"
244,10.1145/3161417,"Yehoshua Shuki Cohen, Erez Shmueli",Money Drives: Can Monetary Incentives based on Real-Time Monitoring Improve Driving Behavior?,"This paper examines the effectiveness of monetary incentives based on real-time monitoring as means to improve driving behavior of company car drivers. We conducted a 5-months 60-drivers field study with one of the largest public transportation companies in Israel. Driving behavior was measured continuously using In-Vehicle Data Recorders (IVDR) that were pre-installed in the vehicles, enabling naturalistic, objective and concise measurements. The driving behavior measurements were then used to examine two different monetary incentive schemes: (1) a simple individual incentive scheme where each driver was rewarded based on his own improvement in driving behavior, and (2) a peer-reward scheme where each driver was rewarded based on the improvement of his peers. Drivers were also provided with daily feedback about their improvement and the reward they gained using text messages and a dedicated smartphone app. We find that the two incentive schemes presented an average improvement of 25% in driving behavior, whereas the control group (that did not use any monetary incentive) presented no improvement at all. Surprisingly and in contrast to the reported superiority of the peer-reward scheme in previous studies, we find the individual scheme to perform better in our setting (31% vs. 15% improvement). Finally, we find that the monetary incentive schemes were able to reduce fuel consumption significantly, suggesting that such incentives can serve as a sustainable mechanism for improving driving behavior in real-world applications.","Volume 1 Issue 4, December 2017"
245,10.1145/3161190,"Mariella Dimiccoli, Juan Marín, Edison Thomaz",Mitigating Bystander Privacy Concerns in Egocentric Activity Recognition with Deep Learning and Intentional Image Degradation,"Recent advances in wearable camera technology and computer vision algorithms have greatly enhanced the automatic capture and recognition of human activities in real-world settings. While the appeal and utility of wearable camera devices for human-behavior understanding is indisputable, privacy concerns have limited the broader adoption of this method. To mitigate this problem, we propose a deep learning-based approach that recognizes everyday activities in egocentric photos that have been intentionally degraded in quality to preserve the privacy of bystanders. An evaluation on 2 annotated datasets collected in the field with a combined total of 84,078 egocentric photos showed activity recognition performance with accuracy between 79% and 88% across 17 and 21 activity classes when the images were subjected to blurring (mean filter k=20). To confirm that image degradation does indeed raise the perception of bystander privacy, we conducted a crowd sourced validation study with 640 participants; it showed a statistically significant positive relationship between the amount of image degradation and participants' willingness to be captured by wearable cameras. This work contributes to the field of privacy-sensitive activity recognition with egocentric photos by highlighting the trade-off between perceived bystander privacy protection and activity recognition performance.","Volume 1 Issue 4, December 2017"
246,10.1145/3161198,"Erin Griffiths, Salah Assana, Kamin Whitehouse",Privacy-preserving Image Processing with Binocular Thermal Cameras,"Today, cameras and digital image processing are transforming industries and the human environment with rich, informative sensing. However, image processing is not utilized nearly as much in homes where concerns about image privacy dominate. In a preliminary study with 200 participants, we found 21% would reject a camera based system even if the system was designed to not report images as they could still be collected if the camera system was hacked. In this paper, we demonstrate a hardware-based approach for privacy-preserving image processing: the ability to automatically extract information from imaging sensors without the risk of compromising image privacy, even if the system is hacked. The basic idea is to limit both the memory available on board the camera and the data rate of camera communication to prevent a full image from ever being extracted. As a proof of concept, we prototype a system, called Lethe, that tracks and identifies individuals by height with a thermal camera as they move from room to room. Our results show that Lethe can detect the presence of individuals with 96.9% accuracy and determine their direction of travel with 99.7% accuracy. Additionally, Lethe can identify individuals 96.0% of the time with a 5cm (~2in) or greater difference in walking height and 92.9% with a 2.5cm (~1in) or greater difference. Finally, Lethe performs this processing with only 33 bytes of memory (or 0.69% of the full thermal image).","Volume 1 Issue 4, December 2017"
247,10.1145/3161165,"Daniel Groeger, Jürgen Steimle",ObjectSkin: Augmenting Everyday Objects with Hydroprinted Touch Sensors and Displays,"Augmenting everyday objects with interactive input and output surfaces is a long-standing topic in ubiquitous computing and HCI research. Existing approaches, however, fail to leverage the objects' full potential, particularly in highly curved organic geometries and in diverse visuo-haptic surface properties. We contribute ObjectSkin, a fabrication technique for adding conformal interactive surfaces to rigid and flexible everyday objects. It enables multi-touch sensing and display output that seamlessly integrates with highly curved and irregular geometries. The approach is based on a novel water-transfer process for interactive surfaces. It leverages off-the-shelf hobbyist equipment to fabricate thin, conformal, and translucent electronic circuits that preserve the surface characteristics of everyday objects. It offers two methods, for rapid low-fidelity and versatile high-fidelity prototyping, and is applicable to a wide variety of materials. Results from a series of technical experiments provide insights into the supported object geometries, compatible object materials, and robustness. Seven example cases demonstrate how ObjectSkin makes it possible to leverage geometries, surface properties, and unconventional objects for prototyping novel interactions for ubiquitous computing.","Volume 1 Issue 4, December 2017"
248,10.1145/3161411,"Bin Guo, Jing Li, Vincent W. Zheng, Zhu Wang, Zhiwen Yu",CityTransfer: Transferring Inter- and Intra-City Knowledge for Chain Store Site Recommendation based on Multi-Source Urban Data,"Chain businesses have been dominating the market in many parts of the world. It is important to identify the optimal locations for a new chain store. Recently, numerous studies have been done on chain store location recommendation. These studies typically learn a model based on the features of existing chain stores in the city and then predict what other sites are suitable for running a new one. However, these models do not work when a chain enterprise wants to open business in a new city where there is not enough data about this chain store. To solve the cold-start problem, we propose CityTransfer, which transfers chain store knowledge from semantically-relevant domains (e.g., other cities with rich knowledge, similar chain enterprises in the target city) for chain store placement recommendation in a new city. In particular, CityTransfer is a two-fold knowledge transfer framework based on collaborative filtering, which consists of the transfer rating prediction model, the inter-city knowledge association method and the intra-city semantic extraction method. Experiments using data of chain hotels from four different cities crawled from Ctrip (a popular travel reservation website in China) and the urban characters extracted from several other data sources validate the effectiveness of our approach on store site recommendation.","Volume 1 Issue 4, December 2017"
249,10.1145/3161194,"Suiming Guo, Chao Chen, Yaxiao Liu, Ke Xu, Dah Ming Chiu",Modelling Passengers' Reaction to Dynamic Prices in Ride-on-demand Services: A Search for the Best Fare,"In emerging ride-on-demand (RoD) services such as Uber and Didi (in China), dynamic prices play an important role in regulating supply and demand, trying to improve the service quality for both drivers and passengers. In this paper, we take a new perspective to study RoD services besides the supply or demand, and focus on passengers' reaction to dynamic prices. Passengers' reaction can be regarded as a process of searching for the best price before getting on a car, and the searching process reflects passengers' demand elasticity -- “how eager they are requesting a ride”. We collect data of passengers' reaction from a real RoD service provider in China, and analyze the patterns of passengers' reaction. The analysis results show that both the dynamic prices and passengers' demand elasticity influence their reaction. We then adopt and extend a previous model for sequential search from a known distribution to understand passengers' reaction, and use our data to obtain the search costs under various circumstances, which could be interpreted as passengers' demand elasticity. Insights on the search cost and other relevant quantities are discussed. Our expectation is that the result of the study should be helpful not only for service providers in designing dynamic pricing algorithms, but also for passengers and policy makers in understanding the effects and implications of dynamic pricing.","Volume 1 Issue 4, December 2017"
250,10.1145/3161189,"Takahiro Hashizume, Takuya Arizono, Koji Yatani",Auth ‘n’ Scan: Opportunistic Photoplethysmography in Mobile Fingerprint Authentication,"Recent commodity smartphones have biometric sensing capabilities, allowing their daily use for authentication and identification. This increasing use of biometric systems motivates us to design an opportunistic way to sense user's additional physiological or behavioral data. We define this concurrent physiological or behavioral data sensing during biometric authentication or identification as dual-purpose biometrics. As an instance of dual-purpose biometrics, we develop photoplethysmography (PPG) sensing during mobile fingerprint authentication, called Auth ‘n’ Scan. Our system opportunistically extracts cardiovascular information, such as a heart rate and its variability, while users perform phone unlock of a smartphone. To achieve this sensing, our Auth ‘n’ Scan system attaches four PPG units around a fingerprint sensor. The system also performs noise removal and signal selection to accurately estimate cardiovascular information. This paper presents the hardware implementation and signal processing algorithm of our Auth ‘n’ Scan prototype. We also report our system evaluations with 10 participants, showing that, despite a little low precision (a standard deviation of 3--7), estimation of heart rates with high accuracy (under a mean error of 1) is possible from PPG data of five seconds and longer if their baseline information is given. We discuss the feasibility of opportunistic PPG sensing in mobile fingerprint authentication.","Volume 1 Issue 4, December 2017"
251,10.1145/3161177,"Malcolm Haynes, Thad Starner",Effects of Lateral Eye Displacement on Comfort While Reading from a Video Display Terminal,"Some small field-of-view (FOV) head worn displays (HWD), like Epson's Moverio BT-300, are mounted directly in the user's line of sight. In contrast, Google Glass is mounted “out of the way” and above the line of sight. Other displays like the Vuzix M100 or Optinvent ORA-1 allow the user to adjust the display position, and some users have expressed a desire for the display to be laterally displaced toward the ear, out of the main line of sight. How far toward the ear can a small FOV display be mounted and still be used comfortably? Using a 30-minute reading task and an emulated display with the FOV of a typical smart phone (9.2°x 16.3°), we study a user's perceived comfort level while reading at four horizontally displaced positions. We ask participants to rate their comfort every five minutes using a 5-point Likert scale knob (5 being most comfortable), for a total of seven measurements. Scores are summed over the seven measurements to form a summed comfort score. We find that 0° (Md = 34.0; p«0.001), 10° (Md = 33.5; p«c0.001), and 20° (Md = 33.5; p«c0.001) are more comfortable than 30° (Md = 29.5) and that 0° (p&lt;0.01) and 10° (p&lt;0.01) are more comfortable than 20°. Reading performance and workload measures were numerically similar across all conditions. Given the main results of the experiment, post-hoc analysis on other measurements such as preference and asthenopia, and participant comments, we suggest that small FOV displays should be mounted at lateral displacement angles of 20° and less for sustained use.","Volume 1 Issue 4, December 2017"
252,10.1145/3161167,"Chih-Hsiang Hsu, Chia-Lun Ku, Yung-Ju Chang, Yu-Shuen Wang, Uyn-Dinh Trân, Wen-Hao Cheng, Chu-Yuan Yang, Ching-Yu Hsieh, Chun-Cheng Lin",iTour: Making Tourist Maps GPS-Enabled,"Although tourist maps are useful resources for people to visit scenic areas, they are also commonly distorted and omit details according to the purposes and functions of a map. In this paper, we present iTour, a semi-automatic system that turns tourist maps into digital maps. By involving users in matching the road network of a tourist map and the paired standard map, our system computes road network correspondence between the two maps. By doing so, users can navigate on such GPS-enabled tourist maps using mobile devices. This transformation creates the possibility of augmenting a large number of tourist maps with digital map features. To evaluate the performance of matching road networks, we compared the presented semi-automatic interface to a manual interface. The results showed that the semi-automatic interface saved participants significant effort in generating correspondence and was perceived to require significantly less time by the participants. In addition, we conducted a field study of the iTour in comparison to using a tourist map and Google Maps together. Our results showed that iTour helped participants find their way during travel. The participants provided positive feedback on the combination of tourist maps and GPS location because of its highlights of important landmarks, showing users' locations relative to those landmarks, and saving the effort of switching tourist maps and Google Maps.","Volume 1 Issue 4, December 2017"
253,10.1145/3161185,"Xingyu Huang, Yong Li, Yue Wang, Xinlei Chen, Yu Xiao, Lin Zhang",CTS: A Cellular-based Trajectory Tracking System with GPS-level Accuracy,"GPS has been widely used for locating mobile devices on the road map. Due to its high power consumption and poor signal penetration, GPS is unfortunately unsuitable to be used for continuously tracking low-power devices. Compared with GPS-based positioning, cellular-infrastructure-based positioning consumes much less energy, and works in any place covered by the cellular networks. However, the challenges of cellular positioning come from the relatively low accuracy and sampling rate. In this paper, we propose a novel cellular-based trajectory tracking system, namely CTS. It achieves GPS-level accuracy by combining trilateration-based cellular positioning, stationary state detection, and Hidden-Markov-Model-based path recovery. In particular, CTS utilizes basic characteristics of cellular sectors to produce more credible inferences for device locations.
To evaluate the performance of CTS, we collaborated with a mobile operator and deployed the system the city of Urumchi, Xinjiang Province of China. We collected the location data of 489,032 anonymous mobile subscribers from cellular networks during 24 hours, and retrieved 201 corresponding GPS trajectories. Our experimental results show that CTS achieves GPS-level accuracy in 95.7% of cases, which significantly outperforms the state-of-the-art solutions.","Volume 1 Issue 4, December 2017"
254,10.1145/3161409,"Zengshi Huang, Naijie Gu, Jianlin Hao, Jie Shen",3DLoc: 3D Features for Accurate Indoor Positioning,"A variety of indoor applications require both accurate location and orientation, such as indoor navigation and augmented reality. This paper presents 3DLoc, with which you can find your location and orientation by pointing your smartphone camera at 3D features e.g., doors and entrances. Different from the previous image-based localization of matching features via SIFT or SURF, 3DLoc takes advantage of rules for 3D features, including the ratio between height and width, the orientation and the distribution on the 2D floor map. The features around users are regarded as a unique 3D signature for the location. Based on prior researches on vanishing points and indoor geometric reasoning, we propose an algorithm to extract the signature from captured images and robustly decode the signature to accurate location and orientation. In terms of efficiency and user-friendliness, a series of optimizations are adopted through fusion of smartphone sensors and vision. We conduct experiments on different floors of a typical office building via the prototype built on Huawei P7 and iPhone 5S. Ninety percent of errors for location and orientation are within 25cm and two de4rees, respectively. With a 2D floor map provided, KB (-KiloByte-) level storage is required for the additional 3D information.","Volume 1 Issue 4, December 2017"
