type,abstract,booktitle,date-added,date-modified,doi,isbn,issn,keywords,pages,title,volume,year,bdsk-url-1,author,journal,number,url,bdsk-url-2,archiveprefix,arxivid,eprint,pmid
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:11 +1000,10.1007/978-3-662-61755-7_7,,,,69--79,Towards Embedded Force Sensors in Exoskeletons for Evaluating Interaction Forces in Interfaces,,2020,http://link.springer.com/chapter/10.1007/978-3-662-61755-7_7,"[{'first': 'Niclas', 'last': 'Hoffmann'}, {'first': 'Samet', 'last': 'Ersoysal'}, {'first': 'Robert', 'last': 'Weidner'}]","Annals of Scientific Society for Assembly, Handling and Industrial Robotics",,http://link.springer.com/chapter/10.1007/978-3-662-61755-7_7,https://doi.org/10.1007/978-3-662-61755-7_7,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/978-3-030-58989-9_18,,,,171--180,Extreme Learning Machines Classification of Kick Gesture,,2021,http://link.springer.com/chapter/10.1007/978-3-030-58989-9_18,"[{'first': 'Pengfei', 'last': 'Xu'}, {'first': 'Huaping', 'last': 'Liu'}, {'first': 'Lijuan', 'last': 'Wu'}]",Proceedings of ELM2019,,http://link.springer.com/chapter/10.1007/978-3-030-58989-9_18,https://doi.org/10.1007/978-3-030-58989-9_18,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:01 +1000,10.1007/978-3-030-69925-3_71,,,,741--751,"Design and Simulation of Multiband, Circular Microstrip Patch Antenna for Wireless Applications",,2021,http://link.springer.com/chapter/10.1007/978-3-030-69925-3_71,"[{'first': 'Manoj', 'last': 'Deshmukh'}, {'first': 'Ashish', 'last': 'Jadhav'}, {'first': 'Nagashettappa', 'last': 'Biradar'}, {'first': 'Husain', 'last': 'Bhaldar'}, {'first': 'Mahesh', 'last': 'Mathpati'}, {'first': 'Renuka', 'last': 'Wadekar'}]",Techno-Societal 2020,,http://link.springer.com/chapter/10.1007/978-3-030-69925-3_71,https://doi.org/10.1007/978-3-030-69925-3_71,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:00 +1000,10.1007/978-3-030-68017-6_55,,,,371--376,Autonomous Robot for Plastic Waste Classification,,2021,http://link.springer.com/chapter/10.1007/978-3-030-68017-6_55,"[{'first': 'Janusz', 'last': 'Bobulski'}, {'first': 'Mariusz', 'last': 'Kubanek'}]",Intelligent Human Systems Integration 2021,,http://link.springer.com/chapter/10.1007/978-3-030-68017-6_55,https://doi.org/10.1007/978-3-030-68017-6_55,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/978-981-33-4862-2_17,,,,163--170,Eyephone---Eye Tracking Application for Digital Devices,,2021,http://link.springer.com/chapter/10.1007/978-981-33-4862-2_17,"[{'first': 'Nandini', 'last': 'Sharma'}, {'first': 'Sneha', 'last': 'Pellissery'}, {'first': 'Safwan', 'last': 'Tisekar'}, {'first': 'Lakshmi', 'last': 'Gadhikar'}]",Applications of Advanced Computing in Systems,,http://link.springer.com/chapter/10.1007/978-981-33-4862-2_17,https://doi.org/10.1007/978-981-33-4862-2_17,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:06 +1000,10.1007/978-981-33-6912-2_56,,,,,"{Object Detection Using Deep Learning for Visually Impaired People in Indoor Environment PM Choksi, LS Desai, YK Meghrajani - Soft Computing and Signal {\ldots}, 2021 - Springer}",,2021,http://link.springer.com/chapter/10.1007/978-981-33-6912-2_56,"[{'first': 'YK', 'middle': 'Meghrajani', 'last': '{PM Choksi, LS Desai}'}]",Springer,,http://link.springer.com/chapter/10.1007/978-981-33-6912-2_56,https://doi.org/10.1007/978-981-33-6912-2_56,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1007/978-3-030-68017-6_20,,,,133--139,Integrating Voice Based Interaction with Massive Data Process Description and Execution,,2021,http://link.springer.com/chapter/10.1007/978-3-030-68017-6_20,"[{'first': 'Constantin', 'last': 'Nandra'}, {'first': 'Sonia', 'last': 'Grigor'}, {'first': 'Dorian', 'last': 'Gorgan'}]",Intelligent Human Systems Integration 2021,,http://link.springer.com/chapter/10.1007/978-3-030-68017-6_20,https://doi.org/10.1007/978-3-030-68017-6_20,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:01 +1000,10.1007/978-981-33-4893-6_18,,,,193--214,Covid-19 Containment: Demystifying the Research Challenges and Contributions Leveraging Digital Intelligence Technologies,,2021,http://link.springer.com/chapter/10.1007/978-981-33-4893-6_18,"[{'first': 'Chellammal', 'last': 'Surianarayanan'}, {'first': 'Pethuru', 'middle': 'Raj', 'last': 'Chelliah'}]",Machine Intelligence and Smart Systems,,http://link.springer.com/chapter/10.1007/978-981-33-4893-6_18,https://doi.org/10.1007/978-981-33-4893-6_18,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:32:59 +1000,10.1007/978-981-16-1696-9_19,,,,195--205,A Survey on Potential Techniques and Issues in 6G Communication,,2021,http://link.springer.com/chapter/10.1007/978-981-16-1696-9_19,[{'last': 'Sweta'}],Soft Computing: Theories and Applications,,http://link.springer.com/chapter/10.1007/978-981-16-1696-9_19,https://doi.org/10.1007/978-981-16-1696-9_19,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1007/978-3-030-69921-5_36,,,,355--364,Human Tracking Mechanism for Institutions Using RFID and Facial Recognition,,2021,http://link.springer.com/chapter/10.1007/978-3-030-69921-5_36,"[{'first': 'Rameez', 'last': 'Shaik'}, {'first': 'L.', 'middle': 'V.', 'last': 'Patil'}]",Techno-Societal 2020,,http://link.springer.com/chapter/10.1007/978-3-030-69921-5_36,https://doi.org/10.1007/978-3-030-69921-5_36,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:32:59 +1000,10.1007/978-981-15-1632-0_1,,,,1--9,A Novel Design and Implementation of Pipeline Inspection System,,2020,http://link.springer.com/chapter/10.1007/978-981-15-1632-0_1,"[{'first': 'R.', 'middle': 'M.', 'last': 'Rajesh'}, {'first': 'B.', 'last': 'Rakesh'}, {'first': 'P.', 'last': 'Rohan'}, {'first': 'C.', 'middle': 'K.', 'last': 'Santosh'}, {'first': 'Suhas', 'last': 'Shirol'}, {'first': 'S.', 'last': 'Ramakrishna'}]","Cybernetics, Cognition and Machine Learning Applications",,http://link.springer.com/chapter/10.1007/978-981-15-1632-0_1,https://doi.org/10.1007/978-981-15-1632-0_1,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1007/978-3-030-65407-8_9,,,,99--107,Internet of Things Based Gesture Controlled Wheel Chair for Physically Disabled,,2021,http://link.springer.com/chapter/10.1007/978-3-030-65407-8_9,"[{'first': 'Akanksha', 'last': 'Miharia'}, {'first': 'B.', 'last': 'Prabadevi'}, {'first': 'Sivakumar', 'last': 'Rajagopal'}, {'first': 'Basim', 'last': 'Alhadidi'}]",Intelligent Computing Paradigm and Cutting-edge Technologies,,http://link.springer.com/chapter/10.1007/978-3-030-65407-8_9,https://doi.org/10.1007/978-3-030-65407-8_9,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:06 +1000,10.1007/978-981-15-9054-2_118,,,,1011--1018,Overview of Garbage Monitoring System,,2021,http://link.springer.com/chapter/10.1007/978-981-15-9054-2_118,"[{'first': 'Vinod', 'last': 'Shinde'}, {'first': 'Ganesh', 'last': 'Bhutkar'}, {'first': 'Virendra', 'last': 'Pawar'}]",Ergonomics for Improved Productivity,,http://link.springer.com/chapter/10.1007/978-981-15-9054-2_118,https://doi.org/10.1007/978-981-15-9054-2_118,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:32:59 +1000,10.1007/978-981-15-9873-9_18,,,,205--215,Advanced Real-Time Automated Smart Parking System for Smart Cities,,2021,http://link.springer.com/chapter/10.1007/978-981-15-9873-9_18,"[{'first': 'Ajay', 'last': 'Karare'}, {'first': 'Rohit', 'last': 'Channe'}, {'first': 'Likhit', 'last': 'Paliwal'}, {'first': 'Raj', 'last': 'Gupta'}]",Data Driven Approach Towards Disruptive Technologies,,http://link.springer.com/chapter/10.1007/978-981-15-9873-9_18,https://doi.org/10.1007/978-981-15-9873-9_18,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:32:59 +1000,10.1007/978-981-33-4087-9_21,,,,241--253,A Survey on Moving Object Detection in Video Using a Moving Camera for Smart Surveillance System,,2021,http://link.springer.com/chapter/10.1007/978-981-33-4087-9_21,"[{'first': 'Manoj', 'last': 'Kumar'}, {'first': 'Susmita', 'last': 'Ray'}, {'first': 'Dileep', 'middle': 'Kumar', 'last': 'Yadav'}]",Proceedings of International Conference on Machine Intelligence and Data Science Applications,,http://link.springer.com/chapter/10.1007/978-981-33-4087-9_21,https://doi.org/10.1007/978-981-33-4087-9_21,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:08 +1000,10.1007/978-981-15-4936-6_19,,,,177--182,Smart Trash Barrel: An IoT-Based System for Smart Cities,,2021,http://link.springer.com/chapter/10.1007/978-981-15-4936-6_19,"[{'first': 'Ruchi', 'last': 'Goel'}, {'first': 'Sahil', 'last': 'Aggarwal'}, {'first': 'A.', 'last': 'Sharmila'}, {'first': 'Azim', 'middle': 'Uddin', 'last': 'Ansari'}]",Information Management and Machine Intelligence,,http://link.springer.com/chapter/10.1007/978-981-15-4936-6_19,https://doi.org/10.1007/978-981-15-4936-6_19,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:08 +1000,10.1007/978-981-33-4367-2_59,,,,621--632,Smart Crop Protection System from Birds Using Deep Learning,,2021,http://link.springer.com/chapter/10.1007/978-981-33-4367-2_59,"[{'first': 'Devika', 'last': 'Sunil'}, {'first': 'R.', 'last': 'Arjun'}, {'first': 'Arjun', 'last': 'Ashokan'}, {'first': 'Firdous', 'last': 'Zakir'}, {'first': 'Nithin', 'middle': 'Prince', 'last': 'John'}]",Emerging Technologies in Data Mining and Information Security,,http://link.springer.com/chapter/10.1007/978-981-33-4367-2_59,https://doi.org/10.1007/978-981-33-4367-2_59,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:06 +1000,10.1007/978-981-33-6984-9_56,,,,713--723,Multipurpose Advanced Assistance Smart Device for Patient Care with Intuitive Intricate Control,,2021,http://link.springer.com/chapter/10.1007/978-981-33-6984-9_56,"[{'first': 'P.', 'middle': 'Ravi', 'last': 'Sankar'}, {'first': 'A.', 'last': '{Venkata Ratnam}'}, {'first': 'K.', 'last': '{Jaya Lakshmi}'}, {'last': '{Akshada Muneshwar}'}, {'first': 'K.', 'last': 'Prakash'}]",Congress on Intelligent Systems,,http://link.springer.com/chapter/10.1007/978-981-33-6984-9_56,https://doi.org/10.1007/978-981-33-6984-9_56,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:00 +1000,10.1007/978-981-33-6307-6_92,,,,895--903,Change in Propagation Constant with Molar Fraction and Other Performance Analysis the Sensitivity of Optical Fiber Sensor in COMSOL Multiphysics,,2021,http://link.springer.com/chapter/10.1007/978-981-33-6307-6_92,"[{'first': 'Salma', 'middle': 'Masuda', 'last': 'Binta'}, {'first': 'Abu', 'middle': 'Saleh Musa', 'last': 'Miah'}, {'first': 'Md.', 'middle': 'Mohammad Farhan', 'last': 'Ferdous'}, {'first': 'Imam', 'last': 'Hossain'}, {'first': 'Sohanul', 'last': 'Habib'}]",Proceedings of Integrated Intelligence Enable Networks and Computing,,http://link.springer.com/chapter/10.1007/978-981-33-6307-6_92,https://doi.org/10.1007/978-981-33-6307-6_92,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:07 +1000,10.1007/978-981-16-1543-6_18,,,,195--202,Real-time Social Distancing Monitoring and Detection of Face Mask to Control the Spread of COVID-19,,2021,http://link.springer.com/chapter/10.1007/978-981-16-1543-6_18,"[{'first': 'Shreyas', 'last': 'Mishra'}]",Proceedings of Research and Applications in Artificial Intelligence,,http://link.springer.com/chapter/10.1007/978-981-16-1543-6_18,https://doi.org/10.1007/978-981-16-1543-6_18,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:06 +1000,10.1007/978-3-030-71017-0_50,,,,701--716,On the Development of Low-Cost Autonomous UAVs for Generation of Topographic Maps,,2021,http://link.springer.com/chapter/10.1007/978-3-030-71017-0_50,"[{'first': 'Michael', 'last': 'Galloway'}, {'first': 'Elijah', 'last': 'Sparks'}, {'first': 'Mason', 'last': 'Galloway'}]","Advances in Security, Networks, and Internet of Things",,http://link.springer.com/chapter/10.1007/978-3-030-71017-0_50,https://doi.org/10.1007/978-3-030-71017-0_50,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/978-981-15-7527-3_22,,,,223--229,Fetal Heart Rate Monitoring Using Photoplethysmography Techniques,,2021,http://link.springer.com/chapter/10.1007/978-981-15-7527-3_22,"[{'first': 'Ibrahim', 'last': 'Patel'}, {'first': 'Thopucherla', 'last': 'Mishwasree'}]",Research in Intelligent and Computing in Engineering,,http://link.springer.com/chapter/10.1007/978-981-15-7527-3_22,https://doi.org/10.1007/978-981-15-7527-3_22,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:32:59 +1000,10.1007/978-3-030-70296-0_45,,,,619--639,Adaptive Chromosome Diagnosis Based on Scaling Hierarchical Clusters,,2021,http://link.springer.com/chapter/10.1007/978-3-030-70296-0_45,"[{'first': 'Muhammed', 'middle': 'Akif', 'last': 'A{\\u g}ca'}, {'first': 'Cihan', 'last': 'Ta{\\c s}tan'}, {'first': 'Kadir', 'last': ""{\\'{U}}st{\\'{u}}n""}, {'first': 'Ibrahim', 'middle': 'Halil', 'last': 'Giden'}]",Advances in Artificial Intelligence and Applied Cognitive Computing,,http://link.springer.com/chapter/10.1007/978-3-030-70296-0_45,https://doi.org/10.1007/978-3-030-70296-0_45,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:06 +1000,10.1007/978-3-030-35944-7_9,,,,181--195,Mathematical Modeling of Alkaline Methanol Oxidation for Design of Efficient Fuel Cells,,2020,http://link.springer.com/chapter/10.1007/978-3-030-35944-7_9,"[{'first': 'Tanja', 'last': 'Clees'}, {'first': 'Igor', 'last': 'Nikitin'}, {'first': 'Lialia', 'last': 'Nikitina'}, {'first': 'Sabine', 'last': 'Pott'}, {'first': 'Ulrike', 'last': 'Krewer'}, {'first': 'Theresa', 'last': 'Haisch'}]","Simulation and Modeling Methodologies, Technologies and Applications",,http://link.springer.com/chapter/10.1007/978-3-030-35944-7_9,https://doi.org/10.1007/978-3-030-35944-7_9,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1007/978-981-33-6981-8_21,,,,253--264,Intelligent Car Cabin Safety System Through IoT Application,,2021,http://link.springer.com/chapter/10.1007/978-981-33-6981-8_21,"[{'first': 'Rohit', 'last': 'Tripathi'}, {'last': 'Nitin'}, {'first': 'Honey', 'last': 'Pratap'}, {'first': 'Manoj', 'middle': 'K.', 'last': 'Shukla'}]",Congress on Intelligent Systems,,http://link.springer.com/chapter/10.1007/978-981-33-6981-8_21,https://doi.org/10.1007/978-981-33-6981-8_21,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:32:59 +1000,10.1007/978-981-15-0633-8_121,,,,1241--1249,A Review on Photonic Crystal Fibers,,2020,http://link.springer.com/chapter/10.1007/978-981-15-0633-8_121,"[{'first': 'Arati', 'middle': 'Kumari', 'last': 'Shah'}, {'first': 'Rajesh', 'last': 'Kumar'}]",International Conference on Intelligent Computing and Smart Communication 2019,,http://link.springer.com/chapter/10.1007/978-981-15-0633-8_121,https://doi.org/10.1007/978-981-15-0633-8_121,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/978-981-16-0719-6_9,,,,91--109,Evolution and Recent Advancements in Electric Vehicle (EV) Technology,,2021,http://link.springer.com/chapter/10.1007/978-981-16-0719-6_9,"[{'first': 'P.', 'last': 'Aruna'}, {'first': 'V.', 'last': '{Vasan Prabhu}'}]",Emerging Solutions for e-Mobility and Smart Grids,,http://link.springer.com/chapter/10.1007/978-981-16-0719-6_9,https://doi.org/10.1007/978-981-16-0719-6_9,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1007/978-3-030-68154-8_88,,,,1047--1058,IoT Based Bidirectional Speed Control and Monitoring of Single Phase Induction Motors,,2021,http://link.springer.com/chapter/10.1007/978-3-030-68154-8_88,"[{'first': 'Ataur', 'last': 'Rahman'}, {'first': 'Mohammad', 'middle': 'Rubaiyat Tanvir', 'last': 'Hossain'}, {'first': 'Md.', 'middle': 'Saifullah', 'last': 'Siddiquee'}]",Intelligent Computing and Optimization,,http://link.springer.com/chapter/10.1007/978-3-030-68154-8_88,https://doi.org/10.1007/978-3-030-68154-8_88,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:07 +1000,10.1007/978-3-030-71051-4_55,,,,701--715,Rotation-Invariant Palm ROI Extraction for Contactless Recognition,,2021,http://link.springer.com/chapter/10.1007/978-3-030-71051-4_55,"[{'first': 'Dinh-Trung', 'last': 'Vu'}, {'first': 'Thi-Van', 'last': 'Nguyen'}, {'first': 'Shi-Jinn', 'last': 'Horng'}]",Advances in Computer Vision and Computational Biology,,http://link.springer.com/chapter/10.1007/978-3-030-71051-4_55,https://doi.org/10.1007/978-3-030-71051-4_55,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:08 +1000,10.1007/978-981-33-6691-6_38,,,,341--348,Signal Strength-Based Routing Using Simple Ant Routing Algorithm,,2021,http://link.springer.com/chapter/10.1007/978-981-33-6691-6_38,"[{'first': 'Mani', 'middle': 'Bushan', 'last': 'Dsouza'}, {'first': 'D.', 'middle': 'H.', 'last': 'Manjaiah'}]","Cybernetics, Cognition and Machine Learning Applications",,http://link.springer.com/chapter/10.1007/978-981-33-6691-6_38,https://doi.org/10.1007/978-981-33-6691-6_38,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1007/978-3-030-24051-6_81,,,,861--869,Hyperspectral Image Segmentation Using Evolutionary Multifactorial Spectral Analysis for OMEGA Dataset,,2020,http://link.springer.com/chapter/10.1007/978-3-030-24051-6_81,"[{'first': 'Nagarajan', 'last': 'Munusamy'}, {'first': 'Rashmi', 'middle': 'P.', 'last': 'Karchi'}]","Proceedings of International Conference on Artificial Intelligence, Smart Grid and Smart City Applications",,http://link.springer.com/chapter/10.1007/978-3-030-24051-6_81,https://doi.org/10.1007/978-3-030-24051-6_81,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:07 +1000,10.1007/978-981-33-4893-6_53,,,,635--655,RETRACTED CHAPTER: Industrial Internet of Things (IIoT) Framework for Real-Time Acoustic Data Analysis,,2021,http://link.springer.com/chapter/10.1007/978-981-33-4893-6_53,"[{'first': 'Sathyan', 'last': 'Munirathinam'}]",Machine Intelligence and Smart Systems,,http://link.springer.com/chapter/10.1007/978-981-33-4893-6_53,https://doi.org/10.1007/978-981-33-4893-6_53,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/978-981-15-8820-4_10,,,,101--110,"Fuel Cells as Naval Prime Movers: Feasibility, Advances and Implications",,2021,http://link.springer.com/chapter/10.1007/978-981-15-8820-4_10,"[{'first': 'Akshat', 'last': 'Mathur'}, {'first': 'Sushma', 'last': 'Dave'}]",Intelligent Energy Management Technologies,,http://link.springer.com/chapter/10.1007/978-981-15-8820-4_10,https://doi.org/10.1007/978-981-15-8820-4_10,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/978-981-16-3246-4_67,,,,883--891,Extraction of Pothole Attribute for Road Infra Maintenance Using Kinect,,2021,http://link.springer.com/chapter/10.1007/978-981-16-3246-4_67,"[{'first': 'D.', 'last': '{Ramesh Reddy}'}, {'first': 'Addanki', 'last': 'Pranava'}, {'first': 'C.', 'middle': 'D.', 'last': 'Naidu'}, {'first': 'Prakash', 'last': 'Kodali'}]",Proceedings of International Conference on Communication and Computational Technologies,,http://link.springer.com/chapter/10.1007/978-981-16-3246-4_67,https://doi.org/10.1007/978-981-16-3246-4_67,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:32:59 +1000,10.1007/978-981-33-6981-8_45,,,,561--574,An Improved Machine Learning Model for IoT-Based Crop Management System,,2021,http://link.springer.com/chapter/10.1007/978-981-33-6981-8_45,"[{'first': 'Harish', 'last': 'Sharma'}, {'first': 'Ajay', 'last': 'Saini'}, {'first': 'Ankit', 'last': 'Kumar'}, {'first': 'Manish', 'last': 'Bhardwaj'}]",Congress on Intelligent Systems,,http://link.springer.com/chapter/10.1007/978-981-33-6981-8_45,https://doi.org/10.1007/978-981-33-6981-8_45,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:32:58 +1000,10.1007/978-3-030-29897-5_13,9783030298968,25228609,,157--170,A hybrid optical-radio wireless network concept for the hospital of the future,3,2020,http://link.springer.com/chapter/10.1007/978-3-030-29897-5_13,"[{'first': 'Iqrar', 'last': 'Ahmed'}, {'first': 'Timo', 'last': 'Kumpuniemi'}, {'first': 'Marcos', 'last': 'Katz'}]",EAI/Springer Innovations in Communication and Computing,,http://link.springer.com/chapter/10.1007/978-3-030-29897-5_13,https://doi.org/10.1007/978-3-030-29897-5_13,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/978-3-658-26435-2_38,,,,569--578,Future steering wheels for automated vehicles,,2020,http://link.springer.com/chapter/10.1007/978-3-658-26435-2_38,"[{'first': 'Christian', 'last': ""Str{\\'{u}}mpler""}, {'first': 'Daniel', 'last': 'Alt'}, {'first': 'Heiko', 'last': 'Ruck'}]",10th International Munich Chassis Symposium 2019,,http://link.springer.com/chapter/10.1007/978-3-658-26435-2_38,https://doi.org/10.1007/978-3-658-26435-2_38,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:06 +1000,10.1007/978-981-33-4604-8_43,,,,539--561,MLP-WOA Neural Network-Based Automated Grading of Fruits and Vegetable Quality Detection for Food Industry Using Artificial Intelligence Techniques (Computer Vision---Image Recognition),,2021,http://link.springer.com/chapter/10.1007/978-981-33-4604-8_43,"[{'first': 'Syed', 'middle': 'Sumera Ershad', 'last': 'Ali'}, {'first': 'Sayyad', 'middle': 'Ajij', 'last': 'Dildar'}]",Applications of Artificial Intelligence in Engineering,,http://link.springer.com/chapter/10.1007/978-981-33-4604-8_43,https://doi.org/10.1007/978-981-33-4604-8_43,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:03 +1000,10.1007/978-981-16-1696-9_43,,,,455--463,Dysphagia and Silent Aspiration Monitoring for Patients with Neurological Disorder Using Pharyngeal Deglutitive Biomechanics,,2021,http://link.springer.com/chapter/10.1007/978-981-16-1696-9_43,"[{'first': 'Dhivya', 'last': 'Balaji'}, {'first': 'G.', 'last': 'Niranjana'}, {'first': 'Usha', 'last': 'Dalvi'}, {'first': 'Varshini', 'last': 'Karthik'}]",Soft Computing: Theories and Applications,,http://link.springer.com/chapter/10.1007/978-981-16-1696-9_43,https://doi.org/10.1007/978-981-16-1696-9_43,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:07 +1000,10.1007/978-981-15-8443-5_4,,,,39--55,Real-Time Numerical Gesture Recognition Using MPU9250 Motion Sensor,,2021,http://link.springer.com/chapter/10.1007/978-981-15-8443-5_4,"[{'first': 'Sathish', 'middle': 'Raja', 'last': 'Bommannan'}, {'first': 'Chennuru', 'last': 'Vineeth'}, {'first': 'Mylavarapu', 'last': '{Uma Hema Sri}'}, {'first': 'Boyanapalli', 'last': '{Sri Vidya}'}, {'first': 'S.', 'last': 'Vidhya'}]","Proceedings of International Conference on Intelligent Computing, Information and Control Systems",,http://link.springer.com/chapter/10.1007/978-981-15-8443-5_4,https://doi.org/10.1007/978-981-15-8443-5_4,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/978-3-030-76773-0_13,,,,126--135,Fractional Order Derivative Mechanism to Extract Biometric Features,,2021,http://link.springer.com/chapter/10.1007/978-3-030-76773-0_13,"[{'first': 'Zbigniew', 'last': 'Gomolka'}, {'first': 'Boguslaw', 'last': 'Twarog'}, {'first': 'Ewa', 'last': 'Zeslawska'}]",Theory and Engineering of Dependable Computer Systems and Networks,,http://link.springer.com/chapter/10.1007/978-3-030-76773-0_13,https://doi.org/10.1007/978-3-030-76773-0_13,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:32:58 +1000,10.1007/978-981-33-4604-8_45,,,,573--596,A Comprehensive Review of the Available Microgrid Protection Schemes and Their Challenges,,2021,http://link.springer.com/chapter/10.1007/978-981-33-4604-8_45,"[{'first': 'Subhojit', 'last': 'Paul'}, {'first': 'Nirmalya', 'last': 'Maity'}, {'first': 'Samhita', 'last': 'Sinha'}, {'first': 'Shounak', 'last': 'Basu'}, {'first': 'Supriya', 'last': 'Mondal'}, {'first': 'Rohan', 'last': 'Porel'}]",Applications of Artificial Intelligence in Engineering,,http://link.springer.com/chapter/10.1007/978-981-33-4604-8_45,https://doi.org/10.1007/978-981-33-4604-8_45,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/978-981-33-4604-8_33,,,,409--416,Face Expression-Based Result Prediction in Talent Shows Using Deep Learning,,2021,http://link.springer.com/chapter/10.1007/978-981-33-4604-8_33,"[{'first': 'Vakada', 'last': 'Naveen'}, {'first': 'Nekkalapu', 'last': 'Anvitha'}, {'first': 'G.', 'middle': 'P.', 'last': '{Sri Harsha}'}, {'first': 'K.', 'middle': 'L.', 'last': 'Sailaja'}]",Applications of Artificial Intelligence in Engineering,,http://link.springer.com/chapter/10.1007/978-981-33-4604-8_33,https://doi.org/10.1007/978-981-33-4604-8_33,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1007/978-981-13-8461-5_64,,,,561--568,Managing Psychosomatic Disorders Related to Obsession and Addictions to Gadgets Through IoT Surveillance,,2020,http://link.springer.com/chapter/10.1007/978-981-13-8461-5_64,"[{'first': 'Arindam', 'last': 'Chakrabarty'}, {'first': 'Mudang', 'last': 'Tagiya'}, {'first': 'Souvik', 'last': 'Pal'}, {'first': 'Nguyen', 'middle': 'Ha Huy', 'last': 'Cuong'}]","ICICCT 2019 -- System Reliability, Quality Control, Safety, Maintenance and Management",,http://link.springer.com/chapter/10.1007/978-981-13-8461-5_64,https://doi.org/10.1007/978-981-13-8461-5_64,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:03 +1000,10.1007/978-981-33-4087-9_28,,,,313--328,Dual-Layer Security and Access System to Prevent the Spread of COVID-19,,2021,http://link.springer.com/chapter/10.1007/978-981-33-4087-9_28,"[{'first': 'Arjun', 'middle': 'Vaibhav', 'last': 'Srivastava'}, {'first': 'Bhanu', 'middle': 'Prakash', 'last': 'Lohani'}, {'first': 'Pradeep', 'middle': 'Kumar', 'last': 'Kushwaha'}, {'first': 'Suryansh', 'last': 'Tyagi'}]",Proceedings of International Conference on Machine Intelligence and Data Science Applications,,http://link.springer.com/chapter/10.1007/978-981-33-4087-9_28,https://doi.org/10.1007/978-981-33-4087-9_28,,,,
