type,abstract,booktitle,date-added,date-modified,doi,isbn,issn,keywords,pages,title,volume,year,bdsk-url-1,author,journal,number,url,bdsk-url-2,archiveprefix,arxivid,eprint,pmid
article,"Inspection of the pipeline needs analysis and control of the bot which requires proper planning of the system equipped with required sensors. Pipelines are the only sources for transportation of all kinds of liquids like gas, water, fuel oils, etc. The transportation loss occurs due to aging, corrosion, obstacles, crack, and mechanical faults in the pipeline. By regular inspection of pipeline, the lifetime of pipeline can also be increased. The robot is controlled with microcontroller NODEMCU, the pipeline inspection system also contains an infrared (IR) sensor to detect crack along with gas and temperature sensor for detecting smoke and temperature, respectively. This paper proposes a design for a pipeline inspection robot that can detect various pipe cracks internally by using infrared sensor IR at a very low cost.",,2022-07-22 11:32:24 +1000,2022-07-22 11:32:59 +1000,10.1007/978-981-15-1632-0_1,,,,1--9,A Novel Design and Implementation of Pipeline Inspection System,,2020,http://link.springer.com/chapter/10.1007/978-981-15-1632-0_1,"[{'first': 'R.', 'middle': 'M.', 'last': 'Rajesh'}, {'first': 'B.', 'last': 'Rakesh'}, {'first': 'P.', 'last': 'Rohan'}, {'first': 'C.', 'middle': 'K.', 'last': 'Santosh'}, {'first': 'Suhas', 'last': 'Shirol'}, {'first': 'S.', 'last': 'Ramakrishna'}]","Cybernetics, Cognition and Machine Learning Applications",,http://link.springer.com/chapter/10.1007/978-981-15-1632-0_1,https://doi.org/10.1007/978-981-15-1632-0_1,,,,
article,"A gesture-controlled wheelchair is beneficial to a physically disabled person. Though there is an incredible leap in the field of wheelchair technology, these advances haven’t been able to help steer wheelchair unaided—the wheelchair which can be operated by effortless hand signals. The user can control the wheelchair using the have movements and construes the motion calculated by the user and directs the wheelchair accordingly. It also aims at making the system wireless by using ZigBee that creates a personal area network for transfer of data wirelessly.",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1007/978-3-030-65407-8_9,,,,99--107,Internet of Things Based Gesture Controlled Wheel Chair for Physically Disabled,,2021,http://link.springer.com/chapter/10.1007/978-3-030-65407-8_9,"[{'first': 'Akanksha', 'last': 'Miharia'}, {'first': 'B.', 'last': 'Prabadevi'}, {'first': 'Sivakumar', 'last': 'Rajagopal'}, {'first': 'Basim', 'last': 'Alhadidi'}]",Intelligent Computing Paradigm and Cutting-edge Technologies,,http://link.springer.com/chapter/10.1007/978-3-030-65407-8_9,https://doi.org/10.1007/978-3-030-65407-8_9,,,,
article,"A garbage management is a big challenge in densely populated urban areas in India. Garbage monitoring is a vital phase of garbage management process and also a pre-requisite for maintaining a safe and green environment. This research paper discusses about a literature survey and initial phase of contextual inquiry conducted in pursuit of a design of an intelligent garbage monitoring system. The major stakeholders for such system include Public, Solid and Waste (S&W) Management Department, Sweepers, Hospital, Non-Governmental Organization (NGO) and Retired Workers. There are several issues observed during garbage monitoring process such as a difficulty in locating garbage container, lack of information about overflowing garbage, locating collection vehicles and/or identification of bio-medical/hazardous waste. The work models, viz., flow, sequence and artifact models, are proposed during the contextual inquiry. In the future, an integrated, efficient and intelligent Internet of thing (IoT)-based garbage monitoring system will be designed with due considerations observed during this study.",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:06 +1000,10.1007/978-981-15-9054-2_118,,,,1011--1018,Overview of Garbage Monitoring System,,2021,http://link.springer.com/chapter/10.1007/978-981-15-9054-2_118,"[{'first': 'Vinod', 'last': 'Shinde'}, {'first': 'Ganesh', 'last': 'Bhutkar'}, {'first': 'Virendra', 'last': 'Pawar'}]",Ergonomics for Improved Productivity,,http://link.springer.com/chapter/10.1007/978-981-15-9054-2_118,https://doi.org/10.1007/978-981-15-9054-2_118,,,,
article,"Nowadays, with the growing population and number of vehicles in cities, parking the vehicle is one of the biggest issues. People are facing multiple problems like finding the vacant parking space for their vehicle which wastes their time. Some of the public has to wait for getting parking vacant. Even people are not aware of the parking near to them and wasting their time for searching parking. To save time, some people illegally park their vehicles in a no parking zone or on the roadside. These types of parking actions lead to the congestion of traffic, accidents, damage to the vehicles, and much more. Presently, the crimes have been recorded related to vehicle parts theft and vehicle damage. The monitoring of a vehicle is another important factor. Our project will provide the real-time parking status of the nearest parking location to the public. And even if the user does not know how to reach, it will provide the navigation system to the user to reach the destination and save time.",,2022-07-22 11:32:24 +1000,2022-07-22 11:32:59 +1000,10.1007/978-981-15-9873-9_18,,,,205--215,Advanced Real-Time Automated Smart Parking System for Smart Cities,,2021,http://link.springer.com/chapter/10.1007/978-981-15-9873-9_18,"[{'first': 'Ajay', 'last': 'Karare'}, {'first': 'Rohit', 'last': 'Channe'}, {'first': 'Likhit', 'last': 'Paliwal'}, {'first': 'Raj', 'last': 'Gupta'}]",Data Driven Approach Towards Disruptive Technologies,,http://link.springer.com/chapter/10.1007/978-981-15-9873-9_18,https://doi.org/10.1007/978-981-15-9873-9_18,,,,
article,"In real-time scenarios, the video surveillance is a highly demanding area of computer vision related activities for day to day applications due to security and monitoring purpose. This manuscript presents study of various techniques of moving object detection and publicly available datasets along with its major challenges. In this paper, we also explored various object detection methods such as modelling of background subtraction model, frame differencing based methods, optical-flow-based method etc. This paper also depicts various parameters for performance analysis along with challenging issues. The overall study of this paper demonstrates various applications that provide a collective study for new researchers of the domain.",,2022-07-22 11:32:24 +1000,2022-07-22 11:32:59 +1000,10.1007/978-981-33-4087-9_21,,,,241--253,A Survey on Moving Object Detection in Video Using a Moving Camera for Smart Surveillance System,,2021,http://link.springer.com/chapter/10.1007/978-981-33-4087-9_21,"[{'first': 'Manoj', 'last': 'Kumar'}, {'first': 'Susmita', 'last': 'Ray'}, {'first': 'Dileep', 'middle': 'Kumar', 'last': 'Yadav'}]",Proceedings of International Conference on Machine Intelligence and Data Science Applications,,http://link.springer.com/chapter/10.1007/978-981-33-4087-9_21,https://doi.org/10.1007/978-981-33-4087-9_21,,,,
article,"Since being the Second largest population in the world, there is a vast amount of garbage being generated every day. There is a problem of trash barrel management in India as there are a limited number of trash barrel that are to be shared by many houses in total. Sometime completely filled trash barrel would not get empty on the required time due to non-availability of its information which may cause hygienic issues as well as dangerous diseases like malaria, dengue, etc. One more problem is that since all garbage bins that are situated near residential areas, they emit various harmful gases which are very hazardous for human health and also the garbage is thrown out of the bin also emits harmful gases, so for this problem also we are trying to proposed a system also. Smart trash barrel management system is being developed, which measure the level of waste in the trash barrel; when the waste reaches the point of concern (gets full or nearly full), an alarm is generated with a signal to the concerned authority so that it get empty on time. The trash level is measured in real time with sensors and signal to municipal corporation when the bin is full or about to full by SMS using GSM module specifying the location of the bin. The system is also embedded with a mechanism to purify the harmful gases emitted from the bin. This uses a system which can neutralize the effect of these harmful gases. Rain sensor is also used so that when there is a condition arises of waste getting wet, the garbage lid automatically gets closed so that waste does not get wet or get spoiled. The system includes steps to resolve the problem of garbage outside the bin by checking for the presence of a person and generating an alarm in case the garbage is out of or near the box. Since all the present smart bin project based on the model that they only check the bin storage level and generate a alert, the proposed system includes mechanism to suck the air from the trash as sometimes garbage bin gets filled due to gossamer substance which occupy a major portion of bin, by compressing the waste then more waste material can be put in the bin so the cleaning cycle gets reduced or become more effective.",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:08 +1000,10.1007/978-981-15-4936-6_19,,,,177--182,Smart Trash Barrel: An IoT-Based System for Smart Cities,,2021,http://link.springer.com/chapter/10.1007/978-981-15-4936-6_19,"[{'first': 'Ruchi', 'last': 'Goel'}, {'first': 'Sahil', 'last': 'Aggarwal'}, {'first': 'A.', 'last': 'Sharmila'}, {'first': 'Azim', 'middle': 'Uddin', 'last': 'Ansari'}]",Information Management and Machine Intelligence,,http://link.springer.com/chapter/10.1007/978-981-15-4936-6_19,https://doi.org/10.1007/978-981-15-4936-6_19,,,,
article,"Agriculture plays a major role in Indian economy. Nearly 60% of population depends on agriculture. Crops in farms are often destroyed by birds. This leads to tremendous financial losses for farmers. Farmers are not permitted to barricade entire fields or stay on the field 24 h a day and keep them safe. An automatic system for the safety against birds is being proposed. Our system consists of cameras that monitor the field for 24 × 7 and when a bird is being detected within the field it produces an irritating sound to the birds using ultrasonic sound waves. Current advances in deep learning technology allow for application in this field, reducing the amount of manual labor necessary for surveillance of regions. YOLO object detection is used to detect objects in video streams.
",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:08 +1000,10.1007/978-981-33-4367-2_59,,,,621--632,Smart Crop Protection System from Birds Using Deep Learning,,2021,http://link.springer.com/chapter/10.1007/978-981-33-4367-2_59,"[{'first': 'Devika', 'last': 'Sunil'}, {'first': 'R.', 'last': 'Arjun'}, {'first': 'Arjun', 'last': 'Ashokan'}, {'first': 'Firdous', 'last': 'Zakir'}, {'first': 'Nithin', 'middle': 'Prince', 'last': 'John'}]",Emerging Technologies in Data Mining and Information Security,,http://link.springer.com/chapter/10.1007/978-981-33-4367-2_59,https://doi.org/10.1007/978-981-33-4367-2_59,,,,
article,"In India, nearly 2.2% of population is suffering with regular disability as per the last Census data. Strokes, dementia, autism, spinal injuries, etc., are few common reasons of having disorder. Requirement of assistance for care is a must to disorder patients. Our design model varies with conventional ideas as it does not have bulk hardware setup which is not comfortable to patients and working duty staff. The proposed design deals with sensing movements of a patient’s body with an attached sensor, designed using PVDF sheets and silver ink. This sensor is flexible, small in size, and hence could be attached  to any moving part of body like finger, toe, lower jaw, etc. It detects signal and assists the patient with the equipment  such that they can communicate their thoughts with intuitive intricate control to reach the guardian. This model communicates between two NodeMCUs wirelessly thereby reducing the hardware. The assistance is displayed on the master screen, where the concerned person could see and help the patient.",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:06 +1000,10.1007/978-981-33-6984-9_56,,,,713--723,Multipurpose Advanced Assistance Smart Device for Patient Care with Intuitive Intricate Control,,2021,http://link.springer.com/chapter/10.1007/978-981-33-6984-9_56,"[{'first': 'P.', 'middle': 'Ravi', 'last': 'Sankar'}, {'first': 'A.', 'last': '{Venkata Ratnam}'}, {'first': 'K.', 'last': '{Jaya Lakshmi}'}, {'last': '{Akshada Muneshwar}'}, {'first': 'K.', 'last': 'Prakash'}]",Congress on Intelligent Systems,,http://link.springer.com/chapter/10.1007/978-981-33-6984-9_56,https://doi.org/10.1007/978-981-33-6984-9_56,,,,
article,"This paper presents the change in propagation constant with a molar fraction of silicon nanowire to check their sensitivity. A modal answer approaches the powerful, finite part methodology (FEM) employing a full-vectorial H-field formulation that has been accustomed to verifying the single-mode operation. The modal answer of the elemental space-filling mode has conjointly been obtained to spot the cutoff conditions of the conductor modes. Here, the power fraction of the sensing arm as a function of the fiber radius for a specimen index is measured.",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:00 +1000,10.1007/978-981-33-6307-6_92,,,,895--903,Change in Propagation Constant with Molar Fraction and Other Performance Analysis the Sensitivity of Optical Fiber Sensor in COMSOL Multiphysics,,2021,http://link.springer.com/chapter/10.1007/978-981-33-6307-6_92,"[{'first': 'Salma', 'middle': 'Masuda', 'last': 'Binta'}, {'first': 'Abu', 'middle': 'Saleh Musa', 'last': 'Miah'}, {'first': 'Md.', 'middle': 'Mohammad Farhan', 'last': 'Ferdous'}, {'first': 'Imam', 'last': 'Hossain'}, {'first': 'Sohanul', 'last': 'Habib'}]",Proceedings of Integrated Intelligence Enable Networks and Computing,,http://link.springer.com/chapter/10.1007/978-981-33-6307-6_92,https://doi.org/10.1007/978-981-33-6307-6_92,,,,
article,"The novel Coronavirus Disease 2019 (COVID-19) which first emerged in Wuhan, China in late December 2019, has now spread to all the countries in the world. Many pharmaceutical companies around the world are racing to find a cure, but the possibility of a vaccine in the near future seems bleak. Recommended solutions for preventing the spread of the virus include wearing face masks, physical and social distancing and regular use of alcohol-based hand sanitizers. The governments of many countries are actively promoting social distancing and the use of a face mask. This paper will propose techniques for the real-time monitoring of violations of social distancing guidelines as well as detection of a face mask. This paper has successfully monitored public spaces and indoor shops in real time. The methods can be applied on live CCTV camera video feed both in indoor as well as outdoor setting. They are essential to control the spread of COVID-19 in accordance with local government guidelines.",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:07 +1000,10.1007/978-981-16-1543-6_18,,,,195--202,Real-time Social Distancing Monitoring and Detection of Face Mask to Control the Spread of COVID-19,,2021,http://link.springer.com/chapter/10.1007/978-981-16-1543-6_18,"[{'first': 'Shreyas', 'last': 'Mishra'}]",Proceedings of Research and Applications in Artificial Intelligence,,http://link.springer.com/chapter/10.1007/978-981-16-1543-6_18,https://doi.org/10.1007/978-981-16-1543-6_18,,,,
article,Topographic maps are used by a variety of disciplines that require detailed information about the features of the Earth’s surface. These maps are traditionally created by surveyors in the field by measuring sets of points throughout a coverage area. These measurements are then converted into a topographic map representing the terrain by the use of contour lines. The focus of this research is to reduce the cost and time efforts for surveying land to generate topographic maps. We introduce an approach for developing a low-cost autonomous quadcopter UAV that uses LiDAR and CMOS image (camera) data to perform coverage area survey to generate topographic maps. The terrain data acquired by our approach is post-processed on a dedicated server that displays the layered topographic map to the user in a web browser.,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:06 +1000,10.1007/978-3-030-71017-0_50,,,,701--716,On the Development of Low-Cost Autonomous UAVs for Generation of Topographic Maps,,2021,http://link.springer.com/chapter/10.1007/978-3-030-71017-0_50,"[{'first': 'Michael', 'last': 'Galloway'}, {'first': 'Elijah', 'last': 'Sparks'}, {'first': 'Mason', 'last': 'Galloway'}]","Advances in Security, Networks, and Internet of Things",,http://link.springer.com/chapter/10.1007/978-3-030-71017-0_50,https://doi.org/10.1007/978-3-030-71017-0_50,,,,
article,"Fetus health intense care is an important aspect concerned in gynic period. Fetal heart rate (FHR) supervising is vital and has an established way of evaluating fetal wellbeing of the pregnant women throughout the gynecological period. Auscultation and electronic fetus monitoring are the two technologies available right now in the market. Auscultation uses Doppler transducer whereas electronic recording can be done by using special recording equipment (Beng in IEEE Transactions on Biomedical Engineering 56:2075–2082, 2009 [",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/978-981-15-7527-3_22,,,,223--229,Fetal Heart Rate Monitoring Using Photoplethysmography Techniques,,2021,http://link.springer.com/chapter/10.1007/978-981-15-7527-3_22,"[{'first': 'Ibrahim', 'last': 'Patel'}, {'first': 'Thopucherla', 'last': 'Mishwasree'}]",Research in Intelligent and Computing in Engineering,,http://link.springer.com/chapter/10.1007/978-981-15-7527-3_22,https://doi.org/10.1007/978-981-15-7527-3_22,,,,
article,"In this study, we present how to divide chromosome data sets into scalable hierarchical clusters. Diagnosis applications of chromosomal abnormalities to identify genetic diseases are mostly implemented with semi-automatic methods, which do not provide high-throughput and fast characterizations of patient specimens. However, selecting and managing specific features of chromosome data sets require dynamic and scalable data models. Here, we adapt the variations in sets to feature units as an effective tool for our dynamic/automated and scalable approach. This method enables geneticists to implement karyotyping techniques easily into an efficient identification of hereditary disorders or characterization of novel chromosomal alterations related with genetic diseases in a trusted/scalable manner. Furthermore, we explore physical limits of available application-specific integrated circuits (ASICs) and on-board computers (OBCs) to extract novel features of chromosomes via spectral analytics for real-time diagnosis and to overcome the bottlenecks of the computational complexity, as well.",,2022-07-22 11:32:24 +1000,2022-07-22 11:32:59 +1000,10.1007/978-3-030-70296-0_45,,,,619--639,Adaptive Chromosome Diagnosis Based on Scaling Hierarchical Clusters,,2021,http://link.springer.com/chapter/10.1007/978-3-030-70296-0_45,"[{'first': 'Muhammed', 'middle': 'Akif', 'last': 'A{\\u g}ca'}, {'first': 'Cihan', 'last': 'Ta{\\c s}tan'}, {'first': 'Kadir', 'last': ""{\\'{U}}st{\\'{u}}n""}, {'first': 'Ibrahim', 'middle': 'Halil', 'last': 'Giden'}]",Advances in Artificial Intelligence and Applied Cognitive Computing,,http://link.springer.com/chapter/10.1007/978-3-030-70296-0_45,https://doi.org/10.1007/978-3-030-70296-0_45,,,,
article,"
This paper considers the electrochemical kinetic model of alkaline methanol oxidation, the process, relevant for the design of efficient fuel cells. Fuel cells of direct methanol type have a great advantage in safety and storage compared to hydrogen-oxygen fuel cells. They possess high energy density and are especially suitable for portable applications. The oxidation of fuel in an alkaline medium allows the use of affordable electrodes.The mathematical model of the oxidation process includes a system of non-linear differential equations of high order, describing elementary reactions. The model also possesses 14 unknown reaction constants and 6 dynamic variables describing surface coverages of the intermediates. These variables cannot be measured directly, but can be reconstructed by the parameter identification procedure. The procedure comprises numerical integration of the system of differential equations, automatic global minimization of the distance between measured and modeled cyclic voltammograms, iterative Monte Carlo search and interactive parameter study.The developed methods have been applied to 9 cyclic voltammograms of cells with different concentrations of alkaline and fuel. The reaction constants have been reconstructed, their dependence on concentrations has been discussed. Dynamic behavior of the system in form of the reconstructed evolution of the intermediates has been presented.",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:06 +1000,10.1007/978-3-030-35944-7_9,,,,181--195,Mathematical Modeling of Alkaline Methanol Oxidation for Design of Efficient Fuel Cells,,2020,http://link.springer.com/chapter/10.1007/978-3-030-35944-7_9,"[{'first': 'Tanja', 'last': 'Clees'}, {'first': 'Igor', 'last': 'Nikitin'}, {'first': 'Lialia', 'last': 'Nikitina'}, {'first': 'Sabine', 'last': 'Pott'}, {'first': 'Ulrike', 'last': 'Krewer'}, {'first': 'Theresa', 'last': 'Haisch'}]","Simulation and Modeling Methodologies, Technologies and Applications",,http://link.springer.com/chapter/10.1007/978-3-030-35944-7_9,https://doi.org/10.1007/978-3-030-35944-7_9,,,,
article,"In the present study, focus has been made on car cabin or driver safety and monitoring. Safety is the main concern of many industries and countries while designing a car. This study aims to develop a smart driving system to attain a safe and done up traffic society for aged drivers. By analyzing the data of total number of road accident 35–40% and it is due to drowsiness or dizziness so to mind this issue, an attempt has been taken to solve this problem. Here, one hardware has been designed with help of sensors: alcohol sensor (MQ3), smoke sensor (MQ135), vibration sensor (SW-420) and gyroscope (ADXL335) and IP camera as well as GPS module (GY-GPS6MV2). Raspberry Pi has been used as microcontroller. It comes up with a solution of monitoring, alarming and minimizing entirely the respective percentage of accident due to mentioned reason. It is seen that the maximum drowsiness has been found in driver in evening time period, whereas it gives alcohol drunk level with accuracy of ±0.05 mg/L. Every driver can be monitored and diagnosed with the help of data using sensors, GSM and GPS and shared over the Internet using cloud to stop situation any mishappening while on road.",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1007/978-981-33-6981-8_21,,,,253--264,Intelligent Car Cabin Safety System Through IoT Application,,2021,http://link.springer.com/chapter/10.1007/978-981-33-6981-8_21,"[{'first': 'Rohit', 'last': 'Tripathi'}, {'last': 'Nitin'}, {'first': 'Honey', 'last': 'Pratap'}, {'first': 'Manoj', 'middle': 'K.', 'last': 'Shukla'}]",Congress on Intelligent Systems,,http://link.springer.com/chapter/10.1007/978-981-33-6981-8_21,https://doi.org/10.1007/978-981-33-6981-8_21,,,,
article,"This paper summarizes about the photonic crystal fiber (PCF) and its applications. PCF is also termed as a micro-structured and holey fiber. PCF is better than an optical fiber due to its high flexibility in design and high nonlinearity. PCF is basically an optical fiber with a low regular arrangement refractive index material in the background, with a high refractive index. Either by modifying the total internal reflection or photonic bandgap guidance, light can be guided within the PCF. A few optical parameters like birefringence, chromatic dispersion, effective mode area, loss of confinement, and nonlinearity can be determined by PCF. Due to their unique geometric structure, PCF presents special properties and capabilities that lead to an outstanding potential for sensing applications. Generally, PCF is designed to get zero dispersion wavelengths (ZDW) at the required wavelength. Henceforth, PCF is a superior option in contrast to conventional optical fiber for various applications like supercontinuum generation, biomedical image, meteorology, industrial machinery, and many more.",,2022-07-22 11:32:24 +1000,2022-07-22 11:32:59 +1000,10.1007/978-981-15-0633-8_121,,,,1241--1249,A Review on Photonic Crystal Fibers,,2020,http://link.springer.com/chapter/10.1007/978-981-15-0633-8_121,"[{'first': 'Arati', 'middle': 'Kumari', 'last': 'Shah'}, {'first': 'Rajesh', 'last': 'Kumar'}]",International Conference on Intelligent Computing and Smart Communication 2019,,http://link.springer.com/chapter/10.1007/978-981-15-0633-8_121,https://doi.org/10.1007/978-981-15-0633-8_121,,,,
article,"This paper presents the main components of electric vehicles (EV) and the evolution of technologies used in them. The electric vehicles are gaining importance globally as it is seen as a factor of reducing air pollution and smog. This paper focuses on advantages of EVs compared to internal combustion engine (ICE)-based vehicles, different types of EVs and their greenhouse gas emissions, different types of EV motors and their developments, evolution of batteries and their advanced technologies, different types of battery management system (BMS), different types of powertrains and challenges encountered by different types of EVs. EVs are diversified and sophisticated, with different elegance options, but all with the reliability and power of conventional, gasoline-powered vehicles. The main aim of this paper is to give a general image of the present EV innovation and the ways for further improvement to aid future researches in this area.",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/978-981-16-0719-6_9,,,,91--109,Evolution and Recent Advancements in Electric Vehicle (EV) Technology,,2021,http://link.springer.com/chapter/10.1007/978-981-16-0719-6_9,"[{'first': 'P.', 'last': 'Aruna'}, {'first': 'V.', 'last': '{Vasan Prabhu}'}]",Emerging Solutions for e-Mobility and Smart Grids,,http://link.springer.com/chapter/10.1007/978-981-16-0719-6_9,https://doi.org/10.1007/978-981-16-0719-6_9,,,,
article,"This paper presents the construction and laboratory investigation of an IoT (Internet of Things) based smart system to control, measure, and monitor the bidirectional speed control of single-phase induction motors (SPIM) remotely. The design prototype consisting of two single-phase induction motors demonstrates multi-motor control. The motors are turned ON and OFF by a specific relay operation. To achieve the desired motor speed, the stator voltage control method has been applied by using Pulse Width Modulation (PWM) technique. For reversing the motor direction of rotation, the stator magnetic field is reversed by swapping the contacts of auxiliary winding by relay operation. Whenever the desired value is submitted for a specific operation from a specially designed website, the desired control signal is generated from a programmed microcontroller according to the user's command via a webserver using GSM communication. Motor status data is measured using an IR sensor and observed remotely on the monitoring panel integrated with a web application. The result shows little deviation compared to direct field measurement. The IoT-based smart motor control system can be used in this modern age to continuously track, control, and monitor machines, goods, plants, etc. for versatility in multi-purpose applications.",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1007/978-3-030-68154-8_88,,,,1047--1058,IoT Based Bidirectional Speed Control and Monitoring of Single Phase Induction Motors,,2021,http://link.springer.com/chapter/10.1007/978-3-030-68154-8_88,"[{'first': 'Ataur', 'last': 'Rahman'}, {'first': 'Mohammad', 'middle': 'Rubaiyat Tanvir', 'last': 'Hossain'}, {'first': 'Md.', 'middle': 'Saifullah', 'last': 'Siddiquee'}]",Intelligent Computing and Optimization,,http://link.springer.com/chapter/10.1007/978-3-030-68154-8_88,https://doi.org/10.1007/978-3-030-68154-8_88,,,,
article,"The extraction of palm region of interest (ROI) is one of the most important tasks in palm recognition because the accuracy of ROI detection affects directly the recognition performance. In contactless environment, the free hand posture of users causes much more difficulties to determine the accurate ROI among a number of challenges. To the best of our knowledge, the disadvantage in most conventional methods is that the fingers are required to spread and the hand faces the camera. This restricts the flexibility of the system. Besides, there is a lack of modalities that work well in the case of large hand rotation. This study proposed new robust palm ROI extraction method to handle the above challenges. The experimental results on a public benchmark dataset as well as our self-collected dataset validate the high accuracy in extracting palm ROI from the proposed method.",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:07 +1000,10.1007/978-3-030-71051-4_55,,,,701--715,Rotation-Invariant Palm ROI Extraction for Contactless Recognition,,2021,http://link.springer.com/chapter/10.1007/978-3-030-71051-4_55,"[{'first': 'Dinh-Trung', 'last': 'Vu'}, {'first': 'Thi-Van', 'last': 'Nguyen'}, {'first': 'Shi-Jinn', 'last': 'Horng'}]",Advances in Computer Vision and Computational Biology,,http://link.springer.com/chapter/10.1007/978-3-030-71051-4_55,https://doi.org/10.1007/978-3-030-71051-4_55,,,,
article,"One of the challenging aspects of mobile ad hoc network (MANET) is to sustain a route for prolonged time. Paths break due to the erratic haphazard passage of nodes involved within a path. When a path breaks, packets may be lost and establishing new path demands additional control packets. So, instead of re-establishing path after breakdown, a node can predict the link failure and then take necessary action to find an alternate path for routing packets. Simple Ant Routing Algorithm (SARA) protocol is an ant colony routing (ACR) protocol that is used to establish the route in MANET. In this protocol, route repair is initiated only after the link failure. By incorporating received signal strength (RSS) metric, we can predict route failure and initiate route repair even before it fails. This way we can reduce the delay and increase packet delivery during transmission. The modified protocol was simulated using NS2, and it was found that the modification indeed helps us in delivering more packets with a reduction in delay.",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:08 +1000,10.1007/978-981-33-6691-6_38,,,,341--348,Signal Strength-Based Routing Using Simple Ant Routing Algorithm,,2021,http://link.springer.com/chapter/10.1007/978-981-33-6691-6_38,"[{'first': 'Mani', 'middle': 'Bushan', 'last': 'Dsouza'}, {'first': 'D.', 'middle': 'H.', 'last': 'Manjaiah'}]","Cybernetics, Cognition and Machine Learning Applications",,http://link.springer.com/chapter/10.1007/978-981-33-6691-6_38,https://doi.org/10.1007/978-981-33-6691-6_38,,,,
article,Mars region is being imaged with an exceptional combination of spectral and spatial resolution spectrometer using OMEGA instrument. The hyperspectral images of Mars provide spectral range and chemical species with high resolution. This paper presents a novel unsupervised segmentation algorithm named as evolutionary component analysis for remotely sensed hyperspectral image data for material identification in the spatial and spectral information. Sparse multinomial logistic regression (SMLR) algorithm is initially employed to learn the posterior probability distributions from the spatial and spectral information of the images containing class imbalance information to infer the class distribution of the testing hyperspectral data. Evolutionary multifactorial spectral analysis (ESA) helps to characterize noise and extremely mixed pixels with less training set with high training quality and utility with respect to spectral signatures and its spectral changes with less interaction for classification and end-member detection. The proposed segmentation approach based on ESA is investigated and estimated using both real and simulated hyperspectral datasets. ESA is evaluated for the endmember extraction in the mixed pixel revealing up-to-date performance when compared with advanced hyperspectral image classification techniques. The combined spatial–contextual information (ESA + SMLR) characterizes a state-of-the-art contribution in the research field of material identification. The proposed approach is exposed to present proper classification of the minerals of Mars surface in both the spatial and the spectral domain in short span of time.,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1007/978-3-030-24051-6_81,,,,861--869,Hyperspectral Image Segmentation Using Evolutionary Multifactorial Spectral Analysis for OMEGA Dataset,,2020,http://link.springer.com/chapter/10.1007/978-3-030-24051-6_81,"[{'first': 'Nagarajan', 'last': 'Munusamy'}, {'first': 'Rashmi', 'middle': 'P.', 'last': 'Karchi'}]","Proceedings of International Conference on Artificial Intelligence, Smart Grid and Smart City Applications",,http://link.springer.com/chapter/10.1007/978-3-030-24051-6_81,https://doi.org/10.1007/978-3-030-24051-6_81,,,,
