id,title,abstract,"Normal paper? (e.g., not a survey paper, report or proposal)",Using near-infrared?,Mobile?,"Technical? (e.g., not a fundamental study or use a product only)","Involving apparatus? (e.g., not a chip or filter design, or a dataset)",Included?,doi,Remarks,pdf,url,filename,request needed?,Excluded?
65,"InfraredTags: Embedding Invisible AR Markers and Barcodes Using Low-Cost, Infrared-Based 3D Printing and Imaging Tools","Existing approaches for embedding unobtrusive tags inside 3D objects require either complex fabrication or high-cost imaging equipment. We present InfraredTags, which are 2D markers and barcodes imperceptible to the naked eye that can be 3D printed as part of objects, and detected rapidly by low-cost near-infrared cameras. We achieve this by printing objects from an infrared-transmitting filament, which infrared cameras can see through, and by having air gaps inside for the tag's bits, which appear at a different intensity in the infrared image. We built a user interface that facilitates the integration of common tags (QR codes, ArUco markers) with the object geometry to make them 3D printable as InfraredTags. We also developed a low-cost infrared imaging module that augments existing mobile devices and decodes tags using our image processing pipeline. Our evaluation shows that the tags can be detected with little near-infrared illumination (0.2lux) and from distances as far as 250cm. We demonstrate how our method enables various applications, such as object tracking and embedding metadata for augmented reality and tangible interactions. \textcopyright{} 2022 Owner/Author.",,,,,,TRUE,10.1145/3491102.3501951,,,https://doi.org/10.1145/3491102.3501951,10.1145__3491102.3501951,,FALSE
67,Liking Prediction Using fNIRS and Machine Learning: Comparison of Feature Extraction Methods,"The fMRI method, which is generally used to detect behavioral patterns, draws attention with its expensive and impractical features. On the other hand, near infrared spectroscopy (fNIRS) method is less expensive and portable, but it is as effective as fMRI in creating a good prediction model. With this method, a model has been developed that can predict whether people like a stimulus or not, using machine learning various algorithms. A comparison was made between feature extraction methods, which was the main focus while developing the model.",,,,,,TRUE,10.1109/SIU55565.2022.9864887,,,https://doi.org/10.1109/SIU55565.2022.9864887,10.1109__SIU55565.2022.9864887,,FALSE
69,Metamaterial-Based Sensor Integrating Microwave Dielectric and Near-Infrared Spectroscopy Techniques for Substance Evaluation,"A novel era of ``smart'' sensors is emerging, in which they are being used in combination with artificial intelligence (AI) to achieve a better understanding of the world. Such sensors need to be ubiquitous. Accordingly, they should have miniaturized dimensions and low costs. However, there is a tradeoff between cost and accuracy of the sensors, which should be overcome with the use of new types of sensors and techniques. In this article, a metamaterial-based sensor that performs simultaneous microwave dielectric spectroscopy and near-infrared (NIR) spectroscopy measurements is presented. It uses a planar circular complementary split-ring resonator for dielectric measurement with an optical path, and NIR spectroscopy is performed in the same physical structure. A greater diversity of data can be achieved from the electromagnetic spectrum using the data from microwave dielectric spectroscopy and NIR spectroscopy; thus, it becomes possible to enhance the accuracy of substance identification with fewer samples. The proposed sensor was evaluated for the identification of olive oil adulteration and achieved an accuracy of 100\% using only 14 training samples. To achieve this same accuracy, other techniques used for the detection of adulteration in olive oil need more than 50 training samples. Therefore, the proposed sensor needs 72\% fewer samples for training classifier algorithms used in olive oil adulteration identification. This implies the reduction of computing requirements and wall clock time. The proposed sensor opens new avenues to perform material characterization and identification using a combination of microwave dielectric and NIR spectroscopies in the same structure.",,,,,,TRUE,10.1109/JSEN.2022.3202708,,,https://doi.org/10.1109/JSEN.2022.3202708,10.1109__JSEN.2022.3202708,,FALSE
71,Monitoring Time-Non-Stable Surfaces Using Mobile NIR DLP Spectroscopy,"In recent years, Near Infrared (NIR) spectroscopy has increased in popularity and usage for different purposes, including the detection of particular substances, evaluation of food quality, etc. Usually, mobile handheld NIR spectroscopy devices are used on the surfaces of different materials, very often organic ones. The features of these materials change as they age, leading to changes in their spectra. The ageing process often occurs only slowly, i.e., corresponding reflection spectra can be analyzed each hour or at an even longer interval. This paper undertakes the problem of analyzing surfaces of non-stable, rapidly changing materials such as waxes or adhesive materials. To obtain their characteristic spectra, NIR spectroscopy using a Digital Light Projection (DLP) spectrometer was used. Based on earlier experiences and the current state of the art, Artificial Neural Networks (ANNs) were used to process spectral sequences to proceed with an enormous value of spectra gathered during measurements. \textcopyright{} 2022 by the authors. Licensee MDPI, Basel, Switzerland.",,,,,,TRUE,10.3390/electronics11131945,,,https://doi.org/10.3390/electronics11131945,10.3390__electronics11131945,,FALSE
72,Motion Artifacts Correction from EEG and fNIRS Signals Using Novel Multiresolution Analysis,"Physiological signal measurement and processing are increasingly becoming popular in the ambulatory setting as the hospital-centric treatment is moving towards wearable and ubiquitous monitoring. Most of the physiological signals are highly susceptible to various types of noises, especially movement artifacts. The electroencephalogram (EEG) and functional near-infrared spectroscopy (fNIRS) signals are no exception to motion artifacts, which become prominent in the ambulatory setting. Since successful detection of various neurological disorders is greatly dependent upon clean EEG and fNIRS signals, it is a matter of utmost importance to remove motion artifacts from these two signal modalities using reliable and robust methods. This paper proposes three novel multiresolution analysis techniques: i) Variational mode decomposition (VMD), ii) VMD in combination with principal component analysis (VMD-PCA), and iii) VMD in combination with canonical correlation analysis (VMD-CCA), for motion artifact correction from single-channel EEG and fNIRS signals. The efficacy of these novel techniques is validated by computing the difference in the signal to noise ratio ( $\Delta SNR$ ) and percentage reduction in motion artifacts ( \$\eta\$ ). Among the three proposed novel methods, VMD-CCA decomposed with 15 intrinsic mode functions (IMFs) has shown the best denoising performance for EEG signals producing an average \$\Delta SNR\$ and \$\eta \$ values of 23.81 dB and 57.01\%, respectively for all 23 EEG recordings. On the other hand, for the available 16 fNIRS recordings, VMD-CCA decomposed with 10 IMFs produced an average \$\Delta SNR\$ and \$\eta \$ values of 15.97 dB and 39.01\%, respectively. The results reported using the proposed methods outperform most of the existing state-of-the-art techniques. \textcopyright{} 2013 IEEE.",,,,,,TRUE,10.1109/ACCESS.2022.3159155,,,https://doi.org/10.1109/ACCESS.2022.3159155,10.1109__ACCESS.2022.3159155,,FALSE
73,Motion Artifacts Correction from Single-Channel EEG and fNIRS Signals Using Novel Wavelet Packet Decomposition in Combination with Canonical Correlation Analysis,"The electroencephalogram (EEG) and functional near-infrared spectroscopy (fNIRS) signals, highly non-stationary in nature, greatly suffers from motion artifacts while recorded using wearable sensors. Since successful detection of various neurological and neuromuscular disorders is greatly dependent upon clean EEG and fNIRS signals, it is a matter of utmost importance to remove/reduce motion artifacts from EEG and fNIRS signals using reliable and robust methods. In this regard, this paper proposes two robust methods: (i) Wavelet packet decomposition (WPD) and (ii) WPD in combination with canonical correlation analysis (WPD-CCA), for motion artifact correction from single-channel EEG and fNIRS signals. The efficacy of these proposed techniques is tested using a benchmark dataset and the performance of the proposed methods is measured using two wellestablished performance matrices: (i) difference in the signal to noise ratio (∆SNR) and (ii) percentage reduction in motion artifacts (\ensuremath{\eta}). The proposed WPD-based single-stage motion artifacts correction technique produces the highest average ∆SNR (29.44 dB) when db2 wavelet packet is incorporated whereas the greatest average \ensuremath{\eta} (53.48\%) is obtained using db1 wavelet packet for all the available 23 EEG recordings. Our proposed two-stage motion artifacts correction technique, i.e., the WPD-CCA method utilizing db1 wavelet packet has shown the best denoising performance producing an average ∆SNR and \ensuremath{\eta} values of 30.76 dB and 59.51\%, respectively, for all the EEG recordings. On the other hand, for the available 16 fNIRS recordings, the two-stage motion artifacts removal technique, i.e., WPD-CCA has produced the best average ∆SNR (16.55 dB, utilizing db1 wavelet packet) and largest average \ensuremath{\eta} (41.40\%, using fk8 wavelet packet). The highest average ∆SNR and \ensuremath{\eta} using single-stage artifacts removal techniques (WPD) are found as 16.11 dB and 26.40\%, respectively, for all the fNIRS signals using fk4 wavelet packet. In both EEG and fNIRS modalities, the percentage reduction in motion artifacts increases by 11.28\% and 56.82\%, respectively when two-stage WPD-CCA techniques are employed in comparison with the single-stage WPD method. In addition, the average ∆SNR also increases when WPD-CCA techniques are used instead of single-stage WPD for both EEG and fNIRS signals. The increment in both ∆SNR and \ensuremath{\eta} values is a clear indication that two-stage WPD-CCA performs relatively better compared to single-stage WPD. The results reported using the proposed methods outperform most of the existing state-of-the-art techniques. \textcopyright{} 2022 by the authors. Licensee MDPI, Basel, Switzerland.",,,,,,TRUE,10.3390/s22093169,,,,10.3390__s22093169,,FALSE
74,Multi-models with averaging in feature domain for non-invasive blood glucose estimation,"Diabetes is a serious chronic metabolic disease. In the recent years, more and more studies focus on the use of the non-invasive methods to achieve the blood glucose estimation. More and more consumer technology enterprises focusing on human health are committed to implementing accurate and non-invasive blood glucose algorithm in their products. The near infrared spectroscopy built in the wearable devices is one of the common approaches to achieve the non-invasive blood glucose estimation. However, due to the interference from the external environment, these wearable non-invasive methods yield the low estimation accuracy. Even if it is not medical equipment, as a consumer product, the detection accuracy will also be an important indicator for consumers. To address this issue, this paper employs different models based on different ranges of the blood glucose values for performing the blood glucose estimation. First the photoplethysmograms (PPGs) are acquired and they are denoised via the bit plane singular spectrum analysis (SSA) method. Second, the features are extracted. For the data in the training set, first the features are averaged across the measurements in the feature domain via the optimization approach. Second, the random forest is employed to sort the importance of each feature. Third, the training set is divided into three subsets according to the reference blood glucose values. Fourth, the feature vectors and the corresponding blood glucose values in the same group are employed to build an individual model. Fifth, for each feature, the average of the feature values for all the measurements in the same subset is computed. For the data in the test set, first, the sum of the weighted distances between the test feature values and the average values obtained in the above is computed for each model. Here, the weights are defined based on the importance sorted by the random forest obtained in the above. The model corresponding to the smallest sum is assigned. Finally, the blood glucose value is estimated based on the corresponding model. Compared to the state of arts methods, our proposed method can effectively improve the estimation accuracy. In particular, the mean absolute relative difference (MARD) and the percentage of the data fall in the zone A of the Clarke error grid yielded by our proposed method reaches 12.19\%, and 87.0588\%, respectively.",,,,,,TRUE,10.1109/ISPCE-ASIA57917.2022.9971019,,,https://doi.org/10.1109/ISPCE-ASIA57917.2022.9971019,10.1109__ISPCE-ASIA57917.2022.9971019,,FALSE
77,Multispectral Portable Fibre-Optic Reflectometer for the Classification of the Origin of Chicken Eggshells in the Case of Mycoplasma synoviae Infections,"The proper classification of the origins of food products is a crucial issue all over the world nowadays. In this paper, the authors present a device--a multispectral portable fibre-optic reflectometer and signal processing patch--together with a machine-learning algorithm for the classification of the origins of chicken eggshells in the case of Mycoplasma synoviae infection. The sensor device was developed based on previous studies with a continuous spectrum in transmittance and selected spectral lines in reflectance. In the described case, the sensor is based on the integration of reflected spectral data from short spectral bands from the VIS and NIR region, which are produced by single-colour LEDs and introduced to the sample via a fibre bundle. The measurement is carried out in a sequence, and the reflected signal is pre-processed to be put in the machine learning algorithm. The support vector machine algorithm is used together with three different types of data normalization. The obtained results of the F-score factor for classification of the origins of samples show that the percentages of eggs coming from Mycoplasma synoviae infected hens are up to 87\% for white and 96\% for brown eggshells. \textcopyright{} 2022 by the authors.",,,,,,TRUE,10.3390/s22228690,,,https://doi.org/10.3390/s22228690,10.3390__s22228690,,FALSE
78,Near Infrared Sensor Setup for General Interface Detection in Automatic Liquid-Liquid Extraction Processes,"This work presents a novel sensor setup for the general detection of liquid-liquid interfaces in different mixes of liquids as part of a liquid-liquid extraction device. The sensor setup is applied to a laboratory scale separatory funnel. It uses a near infrared sensor array which receives light going through the liquids inside the funnel, which are illuminated by a light source located on the other side and below the funnel. Light refracts inside the funnel and the liquids and reflects on the interface creating changing patterns in the light intensity measured by the sensor, providing a way of locating the liquid-liquid interface. Liquid mixes with different optical features, from transparent to opaque, emulsion and clean, are used to test whether different types of interfaces produce a distinguishable response on the sensor, allowing to detect interfaces in different situations that can occur as part of an Artificial Intelligence orchestrated battery chemical synthesis process. Emulsion interfaces create a discernible change in the sensor input by lowering the light intensity registered when crossing in front of the sensor making them easier to locate than with other optical techniques. The setup opens the possibility of detecting a liquid-liquid interface as it is forming and can be miniaturized to be attached to laboratory funnels as a manual aid or used with other transparent vessels in automatic solutions like liquid handling robots or pipetting robots.",,,,,,TRUE,10.1109/JSEN.2022.3164188,,,https://doi.org/10.1109/JSEN.2022.3164188,10.1109__JSEN.2022.3164188,,FALSE
79,Near Infrared Spectra Data Analysis by Using Machine Learning Algorithms,"We present our latest research on Near Infrared Spectra data analysis by using Machine Learning algorithms. Near Infrared Spectroscopy has long been used in chemical analysis as well as agricultural products analysis. In this paper, we used it for in-vivo human skin measurements. We have also developed corresponding Machine Learning algorithms for the purposes of classification and regression. For classification, we have been able to classify the different Near Infrared Spectra for different skin sites. For regression, we have successfully trained different regression models and predicted the blood glucose levels from in-vivo skin measurement data. With the latest Texas Instruments DLP NIRscan Nano Evaluation Module, Near Infrared Spectroscopy shows a huge potential to be developed into a low cost, portable, and yet powerful, skin measurement tool. The NIR spectroscopy could be used for non-invasively measuring the blood glucose levels, without pricking fingers. \textcopyright{} 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",,,,,,TRUE,10.1007/978-3-031-10461-9\_36,,,https://doi.org/10.1007/978-3-031-10461-9\_36,10.1007__978-3-031-10461-9\_36,,FALSE
80,Near-infrared Colorized Imaging Technologies and Their Fundus Camera Applications,"This study proposes to adapt the fundus camera for use as a personal healthcare tool. The proposed system uses near-infrared light to avoid blinding the subject and three-wavelength near-infrared imaging to acquire colorized fundus images. First, the optical system with the fundus camera was tested using a three-plate near-infrared snapshot camera. Subsequently, image processing and denoising techniques, including tracking and image integration, were applied to reduce the blur caused by biological scattering. Furthermore, a single-chip three-wavelength near-infrared-compatible image sensor is required for device miniaturization, for which a dielectric multilayer Fabry-Perot bandpass filter was adopted as its transmission wavelength can be easily controlled. In this study, the optical design of the dielectric multilayer structure, the fabrication process of the mosaic filter, and the chip mounting technology are investigated. The demosaicing process and color space conversion corresponding to the spectral response characteristics of the fabricated image sensor are also discussed. Copyright \textcopyright{} 2022 by ITE Transactions on Media Technology and Applications (MTA)",,,,,,TRUE,10.3169/MTA.10.59,,,https://doi.org/10.3169/MTA.10.59,10.3169__MTA.10.59,,FALSE
83,Near-Infrared Sensors for Onsite and Noninvasive Quantification of Macronutrients in Breast Milk,"Breast milk is an optimal food that covers all the nutritional needs of the newborn. It is a dynamic fluid whose composition varies with lactation period. The neonatal units of hospitals have human milk banks, a service that analyzes, stores, and distributes donated human milk. This milk is used to feed premature infants (born before 32 weeks of gestation or weighing less than 1500 g) whose mothers, for some reason, cannot feed them with their own milk. Here, we aimed to develop near-infrared spectroscopy (NIRS) measures for the analysis of breast milk. For this purpose, we used a portable NIRS instrument scanning in the range of 1396–2396 nm to collect the spectra of milk samples. Then, different chemometrics were calculated to develop 18 calibration models with and without using derivatives and the standard normal variate. Once the calibration models were developed, the best treatments were selected according to the correlation coefficients (r2 ) and prediction errors (SECVs). The best results for the assayed macronutrients were obtained when no pre-treatment was applied to the NIR spectra of fat (r2 = 0.841, SECV = 0.51), raw protein (r2 = 0.512, SECV = 0.21), and carbohydrates (r2 = 0.741, SECV = 1.35). SNV plus the first derivative was applied to obtain satisfactory results for energy (r2 = 0.830, SECV = 9.60) quantification. The interpretation of the obtained results showed the richness of the NIRS spectra; moreover, the presence of specific bands for fat provided excellent statistics in quantitative models. These results demonstrated the ability of portable NIRS sensors in a methodology developed for the quality control of macronutri-ents in breast milk. \textcopyright{} 2022 by the authors. Licensee MDPI, Basel, Switzerland.",,,,,,TRUE,10.3390/s22041311,,,https://doi.org/10.3390/s22041311,10.3390__s22041311,,FALSE
84,NIR Instruments and Prediction Methods for Rapid Access to Grain Protein Content in Multiple Cereals,"Achieving global goals for sustainable nutrition, health, and wellbeing will depend on delivering enhanced diets to humankind. This will require instantaneous access to information on food-source quality at key points of agri-food systems. Although laboratory analysis and benchtop NIR spectrometers are regularly used to quantify grain quality, these do not suit all end users, for example, stakeholders in decentralized agri-food chains that are typical in emerging economies. Therefore, we explored benchtop and portable NIR instruments, and the methods that might aid these particular end uses. For this purpose, we generated NIR spectra for 328 grain samples from multiple cereals (finger millet, foxtail millet, maize, pearl millet, and sorghum) with a standard benchtop NIR spectrometer (DS2500, FOSS) and a novel portable NIR-based instrument (HL-EVT5, Hone). We explored classical deterministic methods (via winISI, FOSS), novel machine learning (ML)-driven methods (via Hone Create, Hone), and a convolutional neural network (CNN)-based method for building the calibrations to predict grain protein out of the NIR spectra. All of the tested methods enabled us to build relevant calibrations out of both types of spectra (i.e., R2 \geq{} 0.90, RMSE \leq{} 0.91, RPD \geq{} 3.08). Generally, the calibration methods integrating the ML techniques tended to enhance the prediction capacity of the model. We also documented that the prediction of grain protein content based on the NIR spectra generated using the novel portable instrument (HL-EVT5, Hone) was highly relevant for quantitative protein predictions (R2 = 0.91, RMSE = 0.97, RPD = 3.48). Thus, the presented findings lay the foundations for the expanded use of NIR spectroscopy in agricultural research, development, and trade. \textcopyright{} 2022 by the authors. Licensee MDPI, Basel, Switzerland.",,,,,,TRUE,10.3390/s22103710,,,https://doi.org/10.3390/s22103710,10.3390__s22103710,,FALSE
85,NIRSCam: A Mobile Near-Infrared Sensing System for Food Calorie Estimation,"The calculation of calorie consumption is of paramount importance for the human diet and health management. Most existing solutions use image-processing techniques to identify the food type and refer to the nutrition table to compute the total calorie, which is quite challenging to differentiate foods that look the same but contain vastly different quantities of calories. To address this issue, we propose to leverage near-infrared spectroscopy (NIRS) to derive the concentration of nutrients based on the unique absorption spectrum of foods. Instead of using the professional NIRS system that is bulky, expensive, and impractical for daily use by nonexpert users, we develop a low-cost portable NIRS system using commercial LEDs. As the quality of the signals of the low-power LEDs is relatively poor, we carefully design modulation schemes and interference elimination algorithms to improve the signal quality and remove the interference. Extensive experiments show that NIRSCAM outperforms the image-based baseline in achieving more accurate calorie estimation, especially for look-alike foods and is robust to various environmental factors. \textcopyright{} 2014 IEEE.",,,,,,TRUE,10.1109/JIOT.2022.3163710,,,https://doi.org/10.1109/JIOT.2022.3163710,10.1109__JIOT.2022.3163710,,FALSE
86,Non-invasive Blood Glucose Estimation Using Statistical Features Defined via Convex Combination of One Norm and Infinity Norm Optimization Problems,"In the past few decades, due to the increasing emphasis on health, blood glucose, a healthy reference value, has received more and more attention. Traditional invasive blood glucose testing methods require pricking a finger to take a drop of blood, and measuring blood glucose levels based on how the device reacts with the blood. Due to various shortcomings of traditional methods, and the semi-invasive or minimally invasive blood glucose monitoring systems that have been marketed in many countries and regions have high costs and some usage limitations, a new type of easy-to-use non-invasive blood glucose detection and prediction system is rapidly developing. This paper introduces a wearable non-invasive blood glucose detection device using near-infrared technology and its data processing technology, which includes extracting features from the obtained signals and using machine learning methods for blood glucose level prediction, and novel use of the solution The optimization problem of different norm values is used to obtain new statistical features to further improve the accuracy of non-invasive blood glucose prediction.",,,,,,TRUE,10.1109/ISPCE-ASIA57917.2022.9970814,,,https://doi.org/10.1109/ISPCE-ASIA57917.2022.9970814,10.1109__ISPCE-ASIA57917.2022.9970814,,FALSE
89,Nondestructive Detection of Apple Sugar Degree Based on Smartphones,"This paper designed a portable detection device for apple sugar content combined with a mobile phone-based on near-infrared spectroscopy technology. We aimed to determine the band range suitable for apple sugar content detection by selecting the characteristic band and completing the high-efficient, portable, and low-cost non-destructive detection of apple sugar content through the combination with a mobile phone. Cell phone cameras can capture effective near-infrared diffuse reflectance spectra. To realize the conversion, we select 15 different kinds of apple (red Fuji, rock candy hearts, marshal Plotkin) in four different parts of the acquisition. The beneath refractometer is used to measure the spectral information standard. The 60 points of data collected were used to establish a regression prediction model of apple sugar content by the partial least square method. Finally, two apples of the above three kinds were selected to test the model. The average relative error obtained was 5.07\%, and the minimum measurement error of the rock candy heart was 2.92\%. \textcopyright{} 2022 IEEE.",,,,,,TRUE,10.1109/ICSP54964.2022.9778389,,,https://doi.org/10.1109/ICSP54964.2022.9778389,10.1109__ICSP54964.2022.9778389,,FALSE
92,Optical Monitoring of Breathing Patterns and Tissue Oxygenation: A Potential Application in COVID-19 Screening and Monitoring,"The worldwide outbreak of the novel Coronavirus (COVID-19) has highlighted the need for a screening and monitoring system for infectious respiratory diseases in the acute and chronic phase. The purpose of this study was to examine the feasibility of using a wearable near-infrared spectroscopy (NIRS) sensor to collect respiratory signals and distinguish between normal and simulated pathological breathing. Twenty-one healthy adults participated in an experiment that examined five separate breathing conditions. Respiratory signals were collected with a continuous-wave NIRS sensor (PortaLite, Artinis Medical Systems) affixed over the sternal manubrium. Following a three-minute baseline, participants began five minutes of imposed difficult breathing using a respiratory trainer. After a five minute recovery period, participants began five minutes of imposed rapid and shallow breathing. The study concluded with five additional minutes of regular breathing. NIRS signals were analyzed using a machine learning model to distinguish between normal and simulated pathological breathing. Three features: breathing interval, breathing depth, and O2Hb signal amplitude were extracted from the NIRS data and, when used together, resulted in a weighted average accuracy of 0.87. This study demonstrated that a wearable NIRS sensor can monitor respiratory patterns continuously and non-invasively and we identified three respiratory features that can distinguish between normal and simulated pathological breathing. \textcopyright{} 2022 by the authors.",,,,,,TRUE,10.3390/s22197274,,,https://doi.org/10.3390/s22197274,10.3390__s22197274,,FALSE
95,Portable FT-NIR spectroscopic sensor for detection of chemical precursors of explosives using advanced prediction algorithms,"Near-infrared (NIR) spectroscopy has acquired widespread adoption in various sectors as a result of its benefits over other analytical techniques, the most notable of which is the ability to record spectra for solid samples without any prior manipulation. Furthermore, advances in instrumentation have led to the creation of compact and high-speed spectrometers that can be used in a variety of scenarios, including hazardous materials identification. Fourier Transform NIR (FT-NIR) technology is one of the most useful tools for onsite analysis of chemical and biological substances. Herein, we propose a compact, portable FT-NIR spectroscopic sensor for field measurements, based on commercial broadband light source and spectrometer for detection of chemical precursors of explosives. We mainly focus on four compounds, ammonium nitrate, potassium nitrate, sodium nitrate and urea, some of the best-known chemical precursors of explosives with NIR content. A customized spectral library is constructed, including the forementioned substances under different environmental conditions. We emphasize on two basic factors that can affect the NIR spectra: the relative humidity and the ambient temperature. For the unknown spectrum identification, we evaluate prediction models which involve the use of Random Forest and Support Vector Machine, as well as the Hit Quality Index (HQI) value. The FT-NIR spectroscopic sensor additionally includes an integrated communication module that provides measurement spectra and results to a novel edge computing platform, called DECIoT. We demonstrate the operation of the FT-NIR spectroscopic sensor in real settings under humidity, straight sunlight, and temperature fluctuations, achieving maximum accuracy of 0.96. \textcopyright{} 2022 SPIE.",,,,,,TRUE,10.1117/12.2624004,,,https://doi.org/10.1117/12.2624004,10.1117__12.2624004,,FALSE
96,Portable Near-Infrared Spectroscopy as a Screening Test of Corrosive Solutions Concealed in Plastic Containers,"The use of corrosive substances for criminal intent has recently increased in many countries, with 619 violent assaults recorded from 2019 to 2020 only in the UK. Criminals often conceal corrosive solutions, such as common household cleaners, in inconspicuous plastic bottles and splashing the content in order to incapacitate a victim while committing a robbery or to cause physical harm. There is currently no method available to law enforcement for the safe identification of these corrosive substances without being exposed to them. In this work, the feasibility of a near infrared (NIR) handheld spectrometer for the screening of corrosive inorganic solutions through plastic bottles is investigated. First, a training set comprising samples of five different corrosives was used to build a spectral library for data analysis and chemometric model design. Four models were then tested on three hundred samples of corrosive substances, as well as harmless substances such as water and soft drinks, to evaluate their performance. The models designed identified the corrosive substances in scenarios of concentrated solutions, showcasing the potential capability of this technique for the pre-screening of corrosive substances. \textcopyright{} 2022 by the authors. Licensee MDPI, Basel, Switzerland.",,,,,,TRUE,10.3390/app12062770,,,https://doi.org/10.3390/app12062770,10.3390__app12062770,,FALSE
97,Prediction of Soil Available Boron Content in Visible-Near-Infrared Hyperspectral Based on Different Preprocessing Transformations and Characteristic Wavelengths Modeling,"The trace element boron (Boron, B) is an important factor in crops' development, pollination, and fertilization. Available boron (AB) in soil is the main source of boron nutrient absorption for crops. Rapid detection of AB is of great significance for crop nutrition diagnosis, soil testing and fertilization, precision agriculture development, scientific production management, and guarantee of stable yield and high quality. In this study, we propose a new method to predict soil available boron content using handheld nonimaging hyperspectroscopy in the visible-near-infrared range (350-1655 nm). As boron content is one of the fewest soil chemical elements, a rapid and accurate method has yet to be developed to detect and quantify the soil available boron. Visible-near-infrared ray (VIS-NIR) spectroscopy is widely utilized in the detection and quantification of soil available nutrients. There is, however, scant research on the detection of soil boron based on NIR data, and the performance of current regression model is still far from satisfactory. Our soil samples were collected from southern Anhui, China, with their NIR spectroscopy examined and the NIR data pretreated by 29 transformations and modeled with 10 regression algorithms. Of all the tested methods, SVM\_RBF, BPNN, and PLS\_RBF algorithms demonstrated the best performance and gave 0.80\sim{}0.82 coefficient of determination value. At the same time, Random Forest algorithm (RFA), Successive Projection Algorithm (SPA), and Variable Importance in Projection (VIP) were used to extract the spectral characteristic wavelength data of soil available boron, and then the characteristic wavelength data were modeled with three regression algorithms: SVM\_RBF, PLS\_RBF, and BPNN. A comparative analysis of the prediction performance (R2, RPD, RMSE, and RPIQ) of the models established at the full band showed that the RFA-MSC/BPNN model achieved the best performance. Compared with the best full-wavelength model DT/SVM\_RBF, the test set achieved a 3.06\% increase in R2, a 7.12\% drop in RMSE, a 7.71\% gain in RPD, and a 7.78\% increase in RPIQ. Our work sheds lights on how to achieve rapid quantification of the soil available boron concentration. \textcopyright{} 2022 Juanjuan Zhu et al.",,,,,,TRUE,10.1155/2022/9748257,,,https://doi.org/10.1155/2022/9748257,zhu2018absolute,,FALSE
98,Prediction of Time-Series Brain Activity Changes Before and After Near-Miss Events in Snow Traffic Conditions,The number of accidents involving pedestrians and bicyclists has been reported to be about 1.8 times higher on narrow roads than on arterial roads in Japan. We consider investigating the circumstances under which accidents occur on narrow roads to be an important research task. Statistics from the Tokyo Metropolitan Police Department indicate that the number of traffic accident fatalities in winter is relatively high. We used a Driving Simulator (DS) in order to safely perform sensing on roads that replicate a local city in a heavy snowfall region. Brain activity during driving was measured using a portable functional Near-Infrared Spectroscopy (fNIRS) device. We used a machine-learning algorithm for analyzing time-series datasets to demonstrate differences in brain activity across driving events. We classified subjects into four groups based on the results of questionnaires that assessed their driving characteristics. Experimentally obtained results demonstrated that Root Mean Squared Error (RMSE) changes that represent increased brain activity were greater in winter than in summer for each event. We infer that the winter events had a larger impact on the drivers. \textcopyright{} 2022 ICROS.,,,,,,TRUE,10.23919/ICCAS55662.2022.10003878,,,https://doi.org/10.23919/ICCAS55662.2022.10003878,10.23919__ICCAS55662.2022.10003878,,FALSE
99,Processing Near-Infrared Spectroscopy Signal to Calculate Soil Macronutrient: A Comparison of Some Machine Learning Approaches,"Plantation plants need macronutrients Nitrogen (N), Phosphor (P), and Potassium (K) in the right amount during its growth period to grow optimally. Nowadays, the methods to measure soil macronutrient is still a relatively long time method, whereas it needs to be done as soon as possible. The rapid prediction system of the soil macronutrinet measurement is needed. The rapid prediction system requires the model of low energy consumption to apply on the portable mini computer. Most of the current researchs produce the model which requires the high energy consumption. This study aims to compare the performance of several machine learning (ML) algorithms in processing near-infrared spectroscopy (NIRS) signals with the application of several preprocessing techniques to get the best one to perform in the rapid predicition system to produce the low energy consumption model. Spectrum data is preprocessed using a random over-sampling technique and principal component analysis (PCA) of four number of principle components (PCs), 3, 5, 7, and 10. The training process of the model was conducted by four algorithms: random forest (RF), gradient boosting (GB), deep neural network (DNN), and partial least square (PLS). Prediction models on the N-P-K content data in mineral soils have been made, and it is found that the RF 10-PC algorithm is the most optimal for N with values of R2, RMSE, MAPE, NSE and Accuracy of 0.661, respectively; 0.022; 8,123; 0.667 and 91.88\%. The RF 10-PC algorithm is the most optimal for P with evaluation parameters of 0.705; 9.250; 20.640; 0.806; and 79.36\%. Also, the GB 3-PC algorithm is the most optimal for K with evaluation parameters of 0.774; 6.711; 10.307; 0.772, and 89.96\%, respectively. This research found the low energy consumption model. PCA extract the features and also decrease the total of input variables from 131 to 10-PC and 3-PC of the model in order to decrease the model energy consumption. \textcopyright{} 2022 IEEE.",,,,,,TRUE,10.1109/ICCIT55355.2022.10118605,,,https://doi.org/10.1109/ICCIT55355.2022.10118605,10.1109__ICCIT55355.2022.10118605,,FALSE
