id,title,abstract,"Normal paper? (e.g., not a survey paper, report or proposal)",Using near-infrared?,Mobile?,"Technical? (e.g., not a fundamental study or use a product only)","Involving apparatus? (e.g., not a chip or filter design, or a dataset)",Included?,doi,Remarks
546,Near-infrared coded illumination-based image deblurring and colorization,"The handheld device-based biosensing for capturing nano-size bacteria is prone to suffering from motion blur. In this context, in this paper, we address an imaging method using near-infrared coded lights. Since the near-infrared illumination can cause the original color shifted in the captured image, we also discuss how to preserve the color information by capturing two consecutive images with complementarily designed illumination patterns. The proposed method with a coded near-infrared illumination can greatly improve the texture of the blurred images and aid in color restoration. We show the performance of the proposed method using a real dataset.",,,,,,,10.1109/ICEIC51217.2021.9369762,
547,Near-infrared illumination add-on for mobile hand-vein acquisition,"There is a growing need for mobile authentication solutions. Biometric recognition systems provide several advantages over conventional knowledge and token based solutions. Especially the use of vascular patterns as a biometric trait gains more and more attention. We present a near-infrared illumination add-on for smartphone devices which allows to capture the vascular pattern of the hands (hand-veins). This device is connected and controlled via Bluetooth and customised for the Nexus 5 smartphone but can be easily adopted to fit other models too. Due to the inherent risk of fraudulent authentication attempts on a nontrusted platform like a smartphone, we propose a challenge-response approach to ensure the authenticity of the captured hand-vein images. A hand-vein data set comprising of 31 subjects and 920 images in total is acquired with the presented device. A performance evaluation utilising different hand-vein recognition schemes is conducted to show the applicability of our device and the proposed challenge-response approach.",,,,,,,10.1109/BTAS.2018.8698575,
548,Near-infrared optical MEMS spectrometer-based quantification of fat concentration in milk,"The real-time knowledge of dairy milk composition is needed to guarantee milk quality and safety for dairy producers and consumers. In this work we investigate the use of a MEMS-based Fourier Transform Infrared (FTIR) spectrometer as an online sensing device to determine the fat content in milk. The motivation is low cost and small-size sensing making use of the miniaturization and compactness enabled by the MEMS technology. The spectrometer core engine is a scanning Michelson interferometer micro-fabricated using a deep-etching technology producing self-aligned components, where the light is free-space propagating in-plane with respect to the silicon chip substrate. The effect of the noise on the accuracy of determination of the fat content is studied at different signal-to-noise ratios making use of the principle component analysis (PCA) chemometrics. Milk samples with different fat concentrations are measured over the NIR spectral range of 1300-2500nm (4000-7692 cm-1). An illumination source and a handheld optical setup are designed specially to avoid heating of the milk samples and to suite in situ applications. A calibration model for fat content is developed and verified experimentally achieving a coefficient of correlation of 0.9663 between predicted and actual fat concentrations.",,,,,,,10.1109/NRSC.2018.8354389,
549,Near-infrared spectroscopy based on portable instrument for the assessment of glucose concentration: In vitro experiments,"The measurement of glucose levels in patients under life-saving treatments, such as hemodialysis, is clinically important. In fact, during hemodialysis patients with type 2 diabetes may be at risk for hypoglycemic episodes. Even in non-diabetic patients, glycemia monitoring during hemodialysis is relevant, due for instance to its relationships with sodium (whose appropriate balance is crucial in hemodialysis). The measurement of glucose during hemodialysis can be performed with traditional methods, but this requires consumables, and operator intervention. Possible glucose measurement in the extracorporeal hemodialysis circuit (in plasma and/or dialysate) through optical methods may allow continuous and operator- free measurement. We aimed exploring the Near-Infrared approach, through a portable spectrometer. We analyzed deionized water samples at increasing glucose concentrations: 50, 100, 150, 200, 300, 500 mg/dl. For increased accuracy, we assessed separately the difference in transmittance between each pair of concentration values, with the lower value taken as reference. For each comparison, every experimental step was repeated twice and eventually average value taken. We used the DWARF-Star Miniature NIR Spectrometer by StellarNet, with detector for the 1000-1700 nm range. We found that the spectral range with more marked differences between the tested glucose concentrations was similar in each pair of concentration values: around 1300-1450 nm. The highest percentage transmittance difference was 3.44% in 50-100 mg/dl pair of values, 2.09% in 100-150, 1.80% in 150-200, 2.40% in 200- 300, 3.44% in 300-500. Notably, these difference values were higher than the variability observed between the repeated measures performed for each glucose concentration. In conclusion, we showed that, with a portable, relatively inexpensive spectrometer, glucose concentration may be detected through variations in specific portions of the Near-Infrared band.",,,,,,,10.1007/978-3-319-32703-7_146,
551,Neural correlates of affective context in facial expression analysis: A simultaneous EEG-fNIRS study,"We present a framework to measure the correlation between spontaneous human facial affective expressions and relevant brain activity. The affective states were registered from the video capture of facial expression and related neural activity was measured using wearable and portable neuroimaging systems: functional near infrared spectroscopy (fNIRS), electroencephalography (EEG) to asses both hemodynamic and electrophysiological responses. The methodology involves the simultaneous detection and comparison of various affective expressions by multi-modalities and classification of spatio-temporal data with neural signature traits. The experimental results show strong correlation between the spontaneous facial affective expressions and the affective states related brain activity. We propose a multimodal approach to jointly evaluate fNIRS signals and EEG signals for affective state detection. Results indicate that proposed method with fNIRS+EEG improves performance over fNIRS or EEG only approaches. These findings encourage further studies of the joint utilization of video and brain signals for face perception and brain-computer interface (BCI) applications.",,,,,,,10.1109/GlobalSIP.2015.7418311,
553,Neuroergonomic Assessment of Wheelchair Control Using Mobile fNIRS,"For over two centuries, the wheelchair has been one of the most common assistive devices for individuals with locomotor impairments without many modifications. Wheelchair control is a complex motor task that increases both the physical and cognitive workload. New wheelchair interfaces, including Power Assisted devices, can further augment users by reducing the required physical effort, however little is known on the mental effort implications. In this study, we adopted a neuroergonomic approach utilizing mobile and wireless functional near infrared spectroscopy (fNIRS) based brain monitoring of physically active participants. 48 volunteers (30 novice and 18 experienced) self-propelled on a wheelchair with and without a PowerAssist interface in both simple and complex realistic environments. Results indicated that as expected, the complex more difficult environment led to lower task performance complemented by higher prefrontal cortex activity compared to the simple environment. The use of the PowerAssist feature had significantly lower brain activation compared to traditional manual control only for novices. Expertise led to a lower brain activation pattern within the middle frontal gyrus, complemented by performance metrics that involve lower cognitive workload. Results here confirm the potential of the Neuroergonomic approach and that direct neural activity measures can complement and enhance task performance metrics. We conclude that the cognitive workload benefits of PowerAssist are more directed to new users and difficult settings. The approach demonstrated here can be utilized in future studies to enable greater personalization and understanding of mobility interfaces within real-world dynamic environments.",,,,,,,10.1109/TNSRE.2020.2992382,
554,Neurofeedback for personalized adaptive training,"Learning of complex skills can be enhanced if the training can adapt to the learner. Earlier studies utilized behavioral performance based adaptation; however, behavioral performance assessment is limited and does not take into account the mental effort and the brain plasticity changes during the acquisition of complex skills. In this study, we utilized objective brain based measures for the assessment and adaptation of a four-day training program with three piloting tasks on four participants using a low fidelity flight simulator. Functional near-infrared spectroscopy (fNIRS) from prefrontal cortex was measured to adapt the difficulty levels of the training trials of the tasks with the aim of optimizing the cognitive workload. Participants also performed reference practice trials that had the same difficulty across sessions. Preliminary results identified specific brain areas within prefrontal cortex for each reference tasks that corroborates earlier task practice studies. Furthermore, the same brain areas were responsive to the adaptive training trials as well. The results overall suggest task specific brain areas are coupled with the behavioral performance. This study outlines a new neurofeedback based training paradigm using the wearable and portable fNIRS. Future uses of such personalized training could help prevent unnecessary over-training or insufficient under-training.",,,,,,,10.1007/978-3-319-60642-2_8,
555,Neurophysiological Evaluation of Haptic Feedback for Myoelectric Prostheses,"Evaluations of haptic feedback in myoelectric prostheses are generally limited to task performance outcomes, which while necessary, fail to capture the mental effort of the user operating the prosthesis. Cognitive load is usually investigated with reaction time metrics and secondary task accuracy, which are indirect, and may not capture the time-varying nature of mental effort. Here, we propose wearable, wireless functional near infrared spectroscopy (fNIRS) neuroimaging to provide a continuous direct assessment of operator mental effort during use of a prosthesis. Utilizing fNIRS in a two-alternative forced-choice stiffness discrimination task, we asked participants to differentiate objects using their natural hand, a (traditional) myoelectric prosthesis without sensory feedback, and a myoelectric prosthesis with haptic (vibrotactile) feedback of grip force. Results showed that discrimination accuracy and mental effort are optimal with the natural hand, followed by the prosthesis featuring haptic feedback, and then the traditional prosthesis, particularly for objects whose stiffness were difficult to differentiate. This experiment highlights the utility of haptic feedback in improving task performance and lowering cognitive load for prosthesis use, and demonstrates the potential for fNIRS to provide a robust measure of cognitive effort for other human-in-the-loop systems.",,,,,,,10.1109/THMS.2021.3066856,
557,NIR Camera Based Mobile Seat Belt Enforcement System Using Deep Learning Techniques,"Camera based traffic enforcement solutions have been ubiquitously employed in many countries around the world. Many companies offer camera based solutions towards toll violation, seat belt violation, red light violation, and speed violation enforcement. These systems are typically mounted on a fixed platform to hold the camera and the illuminator. However, installation of these fixed platforms is costly and their operation range is limited to the surrounding area of the installation. In this study, we propose a mobile seat belt enforcement system that can operate on mobile police vehicles. Proposed system utilizes deep learning algorithms towards the detection of the most common traffic violation; not wearing a seat belt while driving. Using a camera system placed on top of a vehicle, real world images are captured during day and night time. We conducted experiments using a test set containing 2600 real world images and achieved an overall accuracy of 83% on seat belt detection task.",,,,,,,10.1109/SITIS.2018.00045,on car
558,NIR intensity sensor for water pressure monitoring,"Secondary cooling presents control challenges. Conventional feedback control systems cannot be used effectively due to the insufficient reliability of temperature sensors. Here we propose a simple optical technique in placing intensity based portable optical sensor for a rapid nondestructive calibration of water distribution and pressure on dummy bar from nozzles in the secondary cooling system. For non-destructive testing, the proposed system would make use of the data collected by the optical sensor array to help calibrate the water nozzles in temperature control in cooling system. In this paper, we will present the design and characterization a new optical water pressure sensor. Initial field test shows this NIR intensity sensor is capable of operating in the specified range with good repeatability and low hysteresis. Experiment result shows that the impedance of sensing material changes relative linearly with relative humidity, and also features fast response (∼4s). The overall sensing range of the sensor is from 20 to 80% and the sensitivity is about 2%.",,,,,,,10.1117/12.2260432,
560,"NIR spectroscopic sensing for point-of-need freshness assessment of meat, fish, vegetables and fruits","Foodborne illness represents a significant health burden worldwide. While monitoring the freshness of food before consumption could significantly improve the current predicament, there is a lack of a simple system that one can use to accurately assess the freshness of their food. Currently, the most common practice for food quality determination is by visual or odor inspection which lacks objectivity, accuracy and precision. Near infrared (NIR) spectroscopic techniques can help address this problem by providing rapid and non-destructive means to estimate the freshness state of various foods based on the changes to their characteristic spectra in the NIR region. Recent advancements in the development of portable NIR spectrometers are also enabling the realization of this technique at the point-of-need. In this study, we have evaluated the feasibility of using NIR spectroscopy at the point-of-need to estimate the freshness of various foods including: Beef sirloin, beef eyeround, pork sirloin, bass, salmon, corvina, tomato and watermelon. Using a commercial portable NIR spectrometer, we periodically scanned and collected NIR spectra from the food items that were stored at 4$\,^{\circ}$C inside a refrigerator for up to 30 days. For these food items, we show that the NIR spectra can be classified by the foods' aging day as well as by the levels of chemical/microbial indicators (i.e., thiobarbituric acid, volatile basic nitrogen and bacteria levels) with high accuracy, which represents high prospects of NIR spectroscopy for point-of-need freshness assessment of meat, fish, vegetables and fruits.",,,,,,,10.1117/12.2261803,
562,NIR-based gaze tracking with fast pupil ellipse fitting for real-time wearable eye trackers,"In this work, a NIR (near infrared ray) based fast pupil ellipse fitting based gaze tracking system is developed for the wearable eye tracker. By a near-field and side-view eye camera, the contour of pupil in captured images is an ellipse generally, and that of pupil shape is not always circular. After pre-processing, the pupil contour is recognized by the two-stage binarizations, and the binaried pupil contour is applied to select the possible candidate points for pupil ellipse fittings. After the Random Sample Consensus (RANSAC) based fast pupil ellipse fitting, the centers of pupils are estimated effectively, and the gaze tracking is worked efficiently after calibrations. By experiments, the average estimated errors of pupil ellipse centers are smaller than 2 pixels. At training mode, the average horizontal and vertical accuracies of gaze tracking are 0.66 and 1.84 degrees, respectively. At testing mode, the average horizontal and vertical accuracies of gaze tracking are 1.13 and 2.24 degrees, respectively. Finally, the proposed main function performs up to 266.7 frames/sec by a personal computer with 3.4GHz operational frequency.",,,,,,,10.1109/DESEC.2017.8073839,
564,Nitrogen Status Assessment for Multiple Cultivars of Strawberries Using Portable FT-NIR Spectrometers Combined with Cultivar Recognition and Multivariate Analysis,"The nondestructive assessment of nitrogen status in strawberry was performed to analyze its growth and provide guidance for precise management of N fertilizer using Fourier transform near-infrared reflectance (FT-NIR) spectroscopy with leaf spectral reflectance. The leaf soil plant analysis development (SPAD) value is considered as an indicator that indirectly reflects the nitrogen status in strawberry. However, the variation of cultivars leads to differences in the cell structure and light scattering and/or reflection effects of strawberry leaves during strawberry N status assessment, which means, leaf SPAD threshold value and the specific N demand will vary with different cultivars. As a result, accurate measurement of SPAD values and N status in strawberries with multiple cultivars is still challenging. In this study, the individual-cultivar, hybrid-cultivar, and multi-cultivar models were developed for the determination of SPAD values, and the performance of the models in lessening the impact of cultivar variation was studied and compared. The individual-cultivar model was constructed on the basis of a single cultivar of strawberry leaf. The hybrid-cultivar model was developed by merging the spectrum reflectance data and SPAD values of all studied leaf samples, and a multi-cultivar model was built in combination with cultivar identification, individual-cultivar models, and model search strategy. The results indicated that the multi-cultivar model was superior to the other two models for SPAD value estimation of strawberry leaves from different cultivars, with the overall Rp and RMSEP values of 0.966 and 0.468, respectively. We demonstrate that the leaf N content of strawberry is profoundly affected by cultivar variation, and establishing a multi-cultivar model is useful in monitoring the nitrogen status and guiding N fertilization recommendations for different strawberry cultivars.",,,,,,,10.1109/ACCESS.2020.3007862,
567,Non-destructive assessment of chloride in persimmon leaves using a miniature visible near-infrared spectrometer,"New methods for the non-destructive, rapid and reliable assessment of leaf chloride (Cl−) are needed in many agricultural salt-threatened areas throughout the World. Although portable visible near-infrared spectrometers could be useful for this task, accompanying models for leaf Cl− assessment on basis their visible near-infrared (Vis-NIR) spectra had yet to be developed. To study the feasibility of such models, a persimmon orchard was grown in E Spain and irrigated with eight waters ranging in Cl− concentration from 70 to 350 mg/L. Then, six times throughout the growing season the Vis-NIR foliar reflectance spectra of various representative leaves per Cl− treatment were recorded with a portable miniature Vis-NIR spectrometer. The leaf Cl− was subsequently determined in the same leaves with a laboratory reference method. Next, both the Cl− and spectral data were analyzed using descriptive statistics, mathematical data transformations, principal components analysis (PCA) and partial least squares regression (PLSR). A wide, sufficiently normal-distributed and representative range of leaf Cl− content from 0.17 to 3.14%Cl− was obtained. With correlation coefficients exceeding +0.65 between 390 and 472 nm and between 690 and 692 nm, the foliar reflectance was the spectral data correlated the most with the leaf Cl−. Remarkably, both wavelengths intervals are where chlorophyll a has its two absorbance maxima in the visible region. A PLSR model including all the wavelengths in the Vis-NIR reflectance spectra plus the day of the year, attained values of R2 = 0.78, RMSE = 0.34%Cl− and RPD = 2.18 in the external validation. However, for leaf Cl− below 1.5%Cl−, i.e., when Cl− assessment is most needed, this model presented R2 = 0.55, but RMSE = 0.08%Cl− and RPD = 5.5, in addition to a bias of +0.04%Cl− and a standard error of 0.05%Cl−. These results show that portable Vis-NIR spectrometers can be useful for the non-destructive, rapid and even reliable assessment of leaf Cl−. The potential of this methodology for other crop plants and inorganic ions should be tested.",,,,,,,10.1016/j.compag.2019.104894,
568,Non-destructive evaluation of polyolefin thermal aging using infrared spectroscopy,"Fourier transform infrared (FTIR) spectroscopy is an information-rich method that reveals chemical bonding near the surface of polymer composites. FTIR can be used to verify composite composition, identify chemical contaminants and expose composite moisture content. Polymer matrix changes due to thermal exposure including loss of additives, chain scission, oxidation and changes in crystallinity may also be determined using FTIR spectra. Portable handheld instruments using non-contact reflectance or surface contact attenuated total reflectance (ATR) may be used for nondestructive evaluation (NDE) of thermal aging in polymer and composite materials of in-service components. We report the use of ATR FTIR to track oxidative thermal aging in ethylene-propylene rubber (EPR) and chlorinated polyethylene (CPE) materials used in medium voltage nuclear power plant electrical cable insulation and jacketing. Mechanical property changes of the EPR and CPE materials with thermal degradation for correlation with FTIR data are tracked using indenter modulus (IM) testing. IM is often used as a local NDE metric of cable jacket health. The FTIR-determined carbonyl index was found to increase with IM and may be a valuable NDE metric with advantages over IM for assessing cable remaining useful life.",,,,,,,10.1117/12.2261983,
569,Non-invasive bladder volume sensing for neurogenic bladder dysfunction management,"Many patients who suffer from spinal cord injuries (SCI) also suffer from neurogenic bladder dysfunction, and lack the sensation and control of their bladder. In order to alleviate the build up of bladder pressure from urine production and promote good renal health, it is recommended to perform clean intermittent catheterization (CIC) every 2 to 4 hours throughout the day. However, since urine production is not constant, sometimes the bladder will fill with urine to capacity before the recommended CIC time causing the patient to leak, adding unnecessary embarrassment. As such, incontinence is the primary concern of many SCI patients. Sadly, there are no practical solutions available on the market that addresses this concern. In this work, we investigate using near-infrared spectroscopy to develop a wearable and non-invasive bladder volume sensing system to provide timely alerts to SCI patients based on their current bladder volume. We showcase the feasibility of such a system using an optical phantom that mimics the bladder and by performing ex vivo measurements on a pig bladder and intestines.",,,,,,,10.1109/BSN.2018.8329664,
570,Non-Invasive Blood Glucose Monitoring using Near-Infrared Spectroscopy based on Internet of Things using Machine Learning,"According to International Diabetes Federation, Indonesia ranked 6th in country with highest number of diabetes patients in the world. Now, the measurement of blood glucose in Indonesia mostly done in invasive manner, which is expensive, painful, and impractical. Moreover, according to Indonesia's Ministry of Health, there are more diabetes patient in rural areas, who have economic shortages and limited access to health care. So, a cheap and easy to use non-invasive blood glucose measurement system is needed to solve this problem. One of the current trend non-invasive blood glucose is the use of Near-Infrared Spectroscopy (NIR). In this paper, we discuss the development of a NIR based blood glucose monitor. The device's sensor consists of a pair of LED and photodiode which transmit and receive light with wavelength of 940 nm. The light intensity reading from the sensor will be amplified and filtered to reduce noise, then transmitted to the smart-phone. In the smart-phone application, the reading result will be converted to blood glucose level using a machine learning model embedded in the application. The model used in this final project is a sequential, layer-based neural network model provided by Keras. The model was built and trained on top of TensorFlow, and then converted for mobile use with the help of TensorFlow Lite, The model achieved an acceptable result with Mean Absolute Error (MAE) of 5.855 mg/dL. The result then could be stored in the online database using Cloud Firestore.",,,,,,,10.1109/R10-HTC47129.2019.9042479,
572,Non-invasive Glucose Monitoring System Utilizing Near-Infrared Technology,"Regular monitoring of glucose concentration is essential and urgency, especially diabetics. However, those methods which involve finger puncturing are invasive, expensive as well as painful. Also, there are risks of infectious diseases using these techniques due to the contact of the needle on human skin. This paper proposed a non-invasive glucose monitoring system utilizing the near-infrared (NIR) light to measure the glucose concentration in the human blood. The designed system uses a 980 nm-wavelength NIR LED transmitting through d-glucose phantom samples, a photo-sensor for analyzing the transmitting optical parameters, a filter & an amplifier circuit, and a Nano Arduino microcontroller. For calculating the values of glucose concentration, the R programming with the methodology of the artificial neural network (ANN) was applied. This type of methodology is considered as one of the most useful technique in the world of data analysis and because it is adaptive, learns from the provided information and optimizes for better prediction outcomes. The ANN is used to predict the correlation equation between collected voltage and glucose concentration. The obtained glucose level is demonstrated directly on the system's screen or further sent to the user's mobile phone. The result obtained shows a correlation between the transmittance and the concentration of d-glucose solution. The correlation parameter of the technique is R2 = 0.9957. Despite having the acceptable results, there are still some improvements that could be carried out for more accurate measurement (angle of the LED, a procedure of filtering and amplifying, usage of an optical instrument\ldots}). For further investigation and development, it is predicted that the result can be more accurate, precise and sensitivity as much as possible.",,,,,,,10.1007/978-981-13-5859-3_71,duplicate???
573,Non-invasive study of natural dyes in textiles of the Qing Dynasty using fiber optic reflectance spectroscopy,"Four kinds of fibers with 11 traditional natural dyes were measured using a portable spectrometer equipped with optical fibers working in reflectance mode (fiber optic reflectance spectroscopy, FORS) in the ultraviolet to near-infrared (NIR) regions. The absorption spectra of Kubelk--Munk transformation in ultraviolet--visible (UV--vis) region were demonstrated to be valid for analysis of dyes on textiles and the characteristic absorption spectra of fiber in near-infrared region provide information to discriminate the type of fibers. The technique was applied to examine a collection named of `Lohan Rubbing' of Qing Dynasty from Tibet Museum, then the established spectra library was further applied to analyze the collection. With the comparison to the references of spectra library, sappanwood, madder, indigo and amur-cork tree were successfully identified in the inlay colored textile. The mixture of sappanwood and indigo for the purple color, amur-cork tree and indigo for the green color were detected. The application of portable fiber optic reflectance spectroscopy provides a rapidly and non-invasive way for natural dye identification in historical textiles and it is beneficial to large-scale on-site survey.",,,,,,,10.1016/j.culher.2020.10.013,
574,Noncontact 3-D Speckle Contrast Diffuse Correlation Tomography of Tissue Blood Flow Distribution,"Recent advancements in near-infrared diffuse correlation techniques and instrumentation have opened the path for versatile deep tissue microvasculature blood flow imaging systems. Despite this progress there remains a need for a completely noncontact, noninvasive device with high translatability from small/testing (animal) to large/target (human) subjects with trivial application on both. Accordingly, we discuss our newly developed setup which meets this demand, termed noncontact speckle contrast diffuse correlation tomography (nc-scDCT). The nc-scDCT provides fast, continuous, portable, noninvasive, and inexpensive acquisition of 3-D tomographic deep (up to 10 mm) tissue blood flow distributions with straightforward design and customization. The features presented include a finite-element-method implementation for incorporating complex tissue boundaries, fully noncontact hardware for avoiding tissue compression and interactions, rapid data collection with a diffuse speckle contrast method, reflectance-based design promoting experimental translation, extensibility to related techniques, and robust adjustable source and detector patterns and density for high resolution measurement with flexible regions of interest enabling unique application-specific setups. Validation is shown in the detection and characterization of both high and low contrasts in flow relative to the background using tissue phantoms with a pump-connected tube (high) and phantom spheres (low). Furthermore, in vivo validation of extracting spatiotemporal 3-D blood flow distributions and hyperemic response during forearm cuff occlusion is demonstrated. Finally, the success of instrument feasibility in clinical use is examined through the intraoperative imaging of mastectomy skin flap.",,,,,,,10.1109/TMI.2017.2708661,
575,Noninvasive and Portable Diagnoses for Brain and Heart Disorder: Angle-Distinguishable Infrared Spectroscopy Based Upon a Three Dimensional Resonant Toroid Version of Whispering Gallery Modes,Noninvasive and portable diagnoses in real time for brain and heart disorder are proposed. The answer is flowing in the wave of an angle-distinguishable near-infrared spectroscopy based upon a three dimensional quantized angle resonant toroid version of two dimensional whispering gallery modes: photonic quantum ring.,,,,,,,10.1109/IPCon.2018.8527167,
576,Noninvasive optical diagnostic techniques for mobile blood glucose and bilirubin monitoring,"Background: People with diabetes need to monitor their blood sugar levels constantly and attend health centers regularly for checkups. The aim of this study is to provide a healthcare system for mobile blood glucose and bilirubin monitoring. Methods: It includes a sensor for noninvasive blood glucose and bilirubin measurement using near-infrared spectroscopy and optical method, respectively, communicating with a smartphone. Results: It was observed that by increasing the glucose concentration, the output voltage of the sensor increases in transmittance mode and decreases in reflectance mode. Moreover, it was observed that by increasing the bilirubin concentration, the output voltage of sensor decreases in transmittance mode and increases in reflectance mode. In the collected data there was good correlations between voltage and concentration and their relationship were approximately linear. Therefore, it is possible to use noninvasive methods to predict the glucose or bilirubin concentration. In vivo experiments for glucose were carried out with 19 persons in training phase, and five persons were used for testing the model. The glucose behavior model was built into the mobile application. The average glucose concentrations from the transmittance and reflectance mode were obtained. The average percentage error was 8.27 and root mean square error was 18.52 mg/dL. Conclusions: From this research, it can be inferred that the noninvasive optical methods implemented on wireless sensors and smartphones could form a system that can be used at any time and any place in the future as an alternative to traditional invasive blood glucose and bilirubin measurement methods.",,,,,,,10.4103/jmss.JMSS-8-18,
577,Noninvasive Optical Monitoring of Bladder Filling to Capacity Using a Wireless Near Infrared Spectroscopy Device,"Lack of bladder fullness sensation is an issue that arises in different neurogenic conditions and in addition to influencing patients' quality of life, can result in serious kidney damage. We describe a wireless wearable sensor for detecting bladder fullness using near infrared spectroscopy (NIRS). The sensor has been tested in vitro and in vivo to verify its feasibility and is shown to be capable of detecting changes in bladder content noninvasively.",,,,,,,10.1109/TBCAS.2013.2272013,
582,Novel real-time nondestructive technology for chemical and structural health management of solid rocket propellants,"An innovative prognostics and chemical health management (CHM) technique was developed, for quantifying and characterizing health status of a CL-01 composite solid rocket propellant of tactical rocket motors. The technique is a cutting-edge real-time nondestructive technology approach which utilizes Near Infrared (NIR) spectra (M. Blanco, and I. Villarroya, 2002) emitted by microPHAZIRTM NIR miniature handheld platform, developed by Thermo Fisher Scientific. Benchtop high-performance liquid chromatography (HPLC) and ion chromatography (IC) were utilized as baseline reference techniques for correlation to microPHAZIRTM NIR measurements. To build a quantitative calibration model, near infrared spectra were acquired for twenty freshly manufactured mixes of CL-01 propellant formulae, which were iterated using a D-Optimal full-factorial design of experiment (DOE). Four-hundred eighty measurements were recorded and analyzed using Partial Least Squares (PLS) regression analysis for model building and method development (Schreyer, 2012). NIR results were correlated to spectra, which were produced using HPLC and IC reference techniques and were determined to be in precise agreement. All recorded measurements that were performed using microPHAZIRTM handheld platform were successfully validated with HPLC and IC measurements. An algorithm was developed for microPHAZIRTM NIR thus qualifying the platform as a real-time nondestructive test (NDT)/ nondestructive evaluation (NDE) tool for quantification of primary chemical constituents of CL-01 composite solid rocket propellant. Primary chemical constituents of CL-01 comprise a binder, oxidizer, plasticiser, and antioxidant/stabilizer. Data sets for Shore-A hardness of each of the twenty DOE mixes were collected and used to calculate elastic modulus, tensile strength and percent strain. Calculated results conformed to specification requirements for CL-01 solid rocket propellant, henceforth confirming use of Shore A hardness as a real-time nondestructive test technique for validation of structural health of a solid rocket propellant. This teaming effort between Raytheon Missile Systems (RMS), United Kingdom Ministry of Defence (UK MoD), Alliant Techsystems Launch systems (ATK LS), and Thermo Fisher Scientific demonstrated outstanding ability to utilize miniature cutting-edge technology to perform realtime NDT of CL-01 composite solid rocket propellant without generating chemical waste and residue and to ameliorate RMS technology base to capture incipient failures before the fact. The new technique will further be adapted for use to measure primary chemical constituents of other solid rocket propellants, liquid propellants, and composite explosives. The new technique will significantly reduce costs associated with surveillance and service life extension programs (SLEPs), which are often destructive and requires use of lengthy and expensive test techniques described in North Atlantic Treaty Organization (NATO) Standardization Agreement (STANAG)-4170 and Allied Ordnance Publication (AOP)-7 manuals.",,,,,,,,
583,Novel use of shortwave infrared hyperspectral imaging for standoff detection of explosives and narcotics in room clearing applications,"The detection of threats from a distance within a complex background is a valuable and often lifesaving utility. Hyperspectral Imaging (HSI) allows for the detection of threat materials in convoluted environmental scenes, where the target of interest is typically low in concentration and co-located with interferrants and varying substrates. The ideal HSI sensor is able to automatically assess scenes in near real-time and at a safe standoff distance to avoid risk of harm to the operator and equipment. Unfortunately, many current generation HSI sensors have limitations that hinder the ability to effectively handle these situations. These systems often have an inefficient area search rate, do not provide near real-time measurements, or require the user to be in close proximity to the material in question. ChemImage Sensor Systems (CISS) has developed a wide-field, portable shortwave infrared hyperspectral imaging (SWIR HSI) sensor called VeroVision{\texttrademark} Threat Detector capable of detecting threat materials (i.e. explosives, narcotics) at standoff distances for a variety of applications. The portable HSI sensor has been designed to analyze complex scenes at near real-time speeds. The sensor utilizes SWIR absorbance spectroscopy to provide molecular discrimination of the target area at standoff distances from 1 to 20+ meters. The sensor has a custom developed software package that provides the operator the ability to adapt its spectral library to incorporate new threat materials or change the type of target of interest. This paper will provide an overview of VeroVision as well as a discussion on how it may be effectively applied to room and vehicle clearing applications.",,,,,,,10.1117/12.2305040,commercial?
584,"NU-Spidercam: A large-scale, cable-driven, integrated sensing and robotic system for advanced phenotyping, remote sensing, and agronomic research","Field-based high throughput plant phenotyping has recently gained increased interest in the efforts to bridge the genotyping and phenotyping gap and accelerate plant breeding for crop improvement. In this paper, we introduce a large-scale, integrated robotic cable-driven sensing system developed at University of Nebraska for field phenotyping research. It is constructed to collect data from a 0.4 ha field. The system has a sensor payload of 30 kg and offers the flexibility to integrate user defined sensing modules. Currently it integrates a four-band multispectral camera, a thermal infrared camera, a 3D scanning LiDAR, and a portable visible near-infrared spectrometer for plant measurements. Software is designed and developed for instrument control, task planning, and motion control, which enables precise and flexible phenotypic data collection at the plot level. The system also includes a variable-rate subsurface drip irrigation to control water application rates, and an automated weather station to log environmental variables. The system has been in operation for the 2017 and 2018 growing seasons. We demonstrate that the system is reliable and robust, and that fully automated data collection is feasible. Sensor and image data are of high quality in comparison to the ground truth measurements, and capture various aspects of plant traits such as height, ground cover and spectral reflectance. We present two novel datasets enabled by the system, including a plot-level thermal infrared image time-series during a day, and the signal of solar induced chlorophyll fluorescence from canopy reflectance. It is anticipated that the availability of this automated phenotyping system will benefit research in field phenotyping, remote sensing, agronomy, and related disciplines.",,,,,,,10.1016/j.compag.2019.03.009,robot
